certificate_id,postcode,paon,street,floor_area_sqm,epc_rating,build_year,lodgement_date
0774-3041-7201-7724-5200,UB3 4HF,24,SAVOY AVENUE,61.0,,,
9863-3005-9204-8829-6200,UB3 3EA,15A,COLDHARBOUR LANE,59.0,,,
6411-8182-2002-0495-2206,UB3 5HL,18,LANGLEY CRESCENT,100.0,,,
0280-1202-3104-3743-1600,UB3 5HH,15,PENDELL AVENUE,74.0,,,
9456-2849-7201-9493-3611,UB3 4JW,52,CROWLAND AVENUE,83.0,,,
9452-3932-3209-9857-2200,UB3 2UJ,15,BARRA WOOD CLOSE,83.0,,,
0849-2851-7560-9596-2555,UB3 2TB,24,BISHOPS ROAD,87.0,,,
9084-3029-6208-6427-5200,UB3 4NQ,144,NORTH HYDE ROAD,89.0,,,
9380-3042-8201-4374-0204,UB3 1TE,120,WALTHAM AVENUE,90.0,,,
7634-2329-2409-0060-4222,UB3 1RG,25,STORMOUNT DRIVE,70.0,,,
2367-3042-8201-6894-3200,UB3 5HS,63,ETON ROAD,77.0,,,
4307-0926-3220-0686-7296,UB3 2DD,30,REID CLOSE,67.0,,,
0330-2367-0340-2604-8645,UB3 5AH,46,BATH ROAD,250.0,,,
2928-3060-7263-4466-2994,UB3 5HS,59,ETON ROAD,66.0,,,
0252-3908-6302-1164-9200,UB3 4SP,14,RIBAND WALK,67.0,,,
0858-8971-7272-4215-1924,UB3 1NR,151,WENTWORTH CRESCENT,88.0,,,
8501-2975-3329-6797-7133,UB3 1NG,20,PINKWELL AVENUE,107.0,,,
8500-7123-7790-5132-8222,UB3 2ER,2,FIFTH AVENUE,121.0,,,
0350-2673-7480-2704-3031,UB3 5LJ,106,PENNINE WAY,58.0,,,
0300-2998-1480-2704-0001,UB3 4AS,14,BUSHEY ROAD,80.0,,,
8248-7139-5140-7639-5992,UB3 5EG,11,MANOR LANE,89.0,,,
0310-2657-3410-2324-3265,UB3 2TJ,26,HANOVER CIRCLE,74.0,,,
4234-7620-6409-0833-2202,UB3 2HF,87,LONGMEAD ROAD,70.0,,,
8801-8933-4329-9807-7753,UB3 2DP,21,HESA ROAD,93.0,,,
0830-2817-7258-9295-4905,UB3 2QU,6,WAYLANDS,65.0,,,
8403-7023-5630-8329-9926,UB3 3PY,16,GADE CLOSE,51.0,,,
9020-3039-9206-8604-0200,UB3 4PA,2,HYDE WAY,86.0,,,
0287-3942-2200-0014-7204,UB3 2JL,35,RECTORY ROAD,84.0,,,
3837-1929-9309-0244-1206,UB3 2NY,29,JUDGE HEATH LANE,103.0,,,
0354-2816-6264-9701-6261,UB3 2AX,64,MORAY AVENUE,91.0,,,
9646-3945-4202-2784-0200,UB3 4JF,347,STATION ROAD,105.0,,,
8350-7829-6230-1837-0226,UB3 1TG,41,COLBROOK AVENUE,109.0,,,
9748-3039-3206-9654-1204,UB3 2ND,26,ACACIA AVENUE,105.0,,,
9594-3041-4201-8674-8200,UB3 5EG,27A,MANOR LANE,58.0,,,
0300-2581-4010-2220-1051,UB3 3PG,101,ABBOTSWOOD WAY,27.0,,,
9261-3042-0201-2524-1204,UB3 2SF,49,WOOD END GREEN ROAD,103.0,,,
0340-2550-3350-2994-3771,UB3 5LL,16,PENNINE WAY,60.0,,,
2097-3009-3208-9339-1200,UB3 4HE,7,SAVOY AVENUE,139.0,,,
0310-2229-7430-2394-5145,UB3 2EU,9,EIGHTH AVENUE,89.0,,,
9390-2236-1300-2627-0111,UB3 3HF,13A,BROADWAY PARADE,82.0,,,
0791-3942-9200-0294-4204,UB3 5NH,106,BRENDON CLOSE,35.0,,,
0340-2238-6160-2822-4741,UB3 2TT,31,KINGSWAY,72.0,,,
6234-7628-5400-0841-1222,UB3 2AZ,56,COMPTON ROAD,68.0,,,
0320-2828-4410-2194-3221,UB3 1LF,100,JUNIPER WAY,96.0,,,
0117-3124-3002-0493-2602,UB3 5HH,19,PENDELL AVENUE,72.0,,,
9370-2091-6490-2294-3485,UB3 1SF,51,NIELD ROAD,89.0,,,
0144-2850-6858-2170-8425,UB3 5LZ,7,GILPIN WAY,75.0,,,
0488-9027-7246-5123-2950,UB3 2UU,61,WILLENHALL DRIVE,45.0,,,
8228-7122-2980-7599-1992,UB3 4QL,57,BLACK ROD CLOSE,73.0,,,
8695-7826-3050-9636-3996,UB3 2EP,32,TOWNFIELD ROAD,87.0,,,
1034-1221-8400-0538-2296,UB3 2SF,73,WOOD END GREEN ROAD,56.0,,,
2110-4349-7040-3191-2295,UB3 5BH,86,BOLTONS LANE,45.0,,,
9958-7091-7249-4616-8954,UB3 5DJ,443,HIGH STREET,76.0,,,
1534-5629-1409-0933-3206,UB3 1NZ,39,ELERS ROAD,78.0,,,
4100-2659-0122-7401-3143,UB3 1PL,32,SKIPTON DRIVE,92.0,,,
0370-2631-8330-2904-5935,UB3 1LZ,123,DAWLEY ROAD,39.0,,,
2120-4047-1050-2107-0291,UB3 4LA,8,CRANFORD DRIVE,119.0,,,
7835-0524-9400-0041-9292,UB3 1PF,40,PINKWELL LANE,76.0,,,
0794-2849-6098-9808-0441,UB3 2HQ,5,DRENON SQUARE,104.0,,,
0300-2738-3030-2104-2885,UB3 5EX,4,BLETCHMORE CLOSE,134.0,,,
0330-2181-4430-2194-2005,UB3 2FS,43,ALBACORE WAY,121.0,,,
9330-2775-3400-2994-1255,UB3 4BN,14,COPTHORNE MEWS,31.0,,,
2186-3943-4200-7664-3200,UB3 4PD,12,CRANE GARDENS,81.0,,,
2711-0911-2111-0413-4311,UB3 3PY,27,GADE CLOSE,53.0,,,
0136-3944-4202-8374-8200,UB3 5BD,30,NEW ROAD,101.0,,,
7534-5922-3409-0334-4206,UB3 5LU,46,WEST END LANE,63.0,,,
0939-2825-7892-9126-4421,UB3 2ES,4,SIXTH AVENUE,101.0,,,
8695-6923-5920-1216-8992,UB3 2AS,10,FORRIS AVENUE,82.0,,,
9320-2009-3400-2504-5201,UB3 1JR,26,ASH GROVE,107.0,,,
2100-4096-0822-5501-3653,UB3 2BJ,34,EVERGREEN WAY,89.0,,,
8235-4029-4400-0885-6222,UB3 3PB,75,BIRCHWAY,128.0,,,
7034-8021-3400-0073-2296,UB3 3JW,65,MINET DRIVE,70.0,,,
7134-0020-3409-0245-3292,UB3 5LL,30,PENNINE WAY,61.0,,,
0330-2713-6490-2895-8505,UB3 5HL,8,LANGLEY CRESCENT,89.0,,,
0390-2539-0350-2574-6845,UB3 2PL,22,COMMONWEALTH AVENUE,91.0,,,
9527-3041-2201-8624-9204,UB3 2TZ,90,KINGSWAY,91.0,,,
2634-5228-7400-0172-1222,UB3 2HF,81,LONGMEAD ROAD,85.0,,,
8518-7920-6569-9093-2992,UB3 5LR,17,CHEVIOT CLOSE,44.0,,,
4835-9225-8300-0178-7296,UB3 1RD,7,CLEVEDON GARDENS,58.0,,,
0620-3045-8209-1555-3204,UB3 3JU,48,HALSWAY,116.0,,,
0648-7913-6280-8022-1954,UB3 3DX,2,MAXWELL CLOSE,73.0,,,
0330-2303-9290-2627-0331,UB3 3HH,232,COLDHARBOUR LANE,107.0,,,
9585-3045-3209-6345-8204,UB3 4RA,165,ROSEVILLE ROAD,86.0,,,
8963-6325-7990-3292-8902,UB3 2RB,18,MIDDLETON ROAD,58.0,,,
2634-6425-5300-0204-8222,UB3 5ND,1,FIELD CLOSE,140.0,,,
6500-3646-0722-0492-3953,UB3 1NH,80,PINKWELL AVENUE,88.0,,,
0320-2860-7350-2674-1845,UB3 1SW,69,NINE ACRES CLOSE,75.0,,,
7637-3224-3200-0706-6226,UB3 4NZ,44,FAIREY AVENUE,69.0,,,
9895-1002-5209-2147-1204,UB3 3JU,95,HALSWAY,71.0,,,
9334-2921-8400-0057-1296,UB3 2QZ,19,ANGEL LANE,98.0,,,
9868-1978-7210-6608-8990,UB3 2QA,10B,TUDOR ROAD,60.0,,,
9320-2164-4320-2807-6275,UB3 2DD,42,REID CLOSE,74.0,,,
0541-2889-6881-2620-8045,UB3 3JE,46,HUNTERS GROVE,88.0,,,
3034-9126-8300-0055-9296,UB3 5BH,80,BOLTONS LANE,57.0,,,
6134-4720-2409-0023-2202,UB3 1JR,30,ASH GROVE,93.0,,,
9249-3051-1206-7165-7200,UB3 4HA,54,CLEAVE AVENUE,62.0,,,
8220-9112-0482-9003-1493,UB3 2AT,44,FORRIS AVENUE,66.0,,,
4800-1293-0022-1323-3543,UB3 1NG,12,PINKWELL AVENUE,101.0,,,
9510-0129-3009-0467-2226,UB3 5LH,8,MENDIP CLOSE,73.0,,,
9616-3039-4206-6344-2200,UB3 5BH,90,BOLTONS LANE,44.0,,,
5600-4457-0822-7402-3253,UB3 4AQ,26,OAKINGTON AVENUE,80.0,,,
3632-8025-3100-0244-6202,UB3 1ND,64,DAWLEY ROAD,85.0,,,
2758-2035-7223-3775-9950,UB3 4PJ,32,WYRE GROVE,134.0,,,
5334-3329-9409-0300-4222,UB3 1QW,66,BOURNE AVENUE,76.0,,,
0243-3943-4209-4804-6204,UB3 5LA,18,HEATH CLOSE,64.0,,,
9166-2883-6624-9108-7761,UB3 4RB,1,CARFAX ROAD,173.0,,,
1634-6322-7409-0110-5222,UB3 3PD,111,BIRCHWAY,72.0,,,
1537-1422-0309-0272-3226,UB3 1SW,62,NINE ACRES CLOSE,60.0,,,
6134-0123-7400-0373-0296,UB3 1PT,1,CARNARVON DRIVE,142.0,,,
0360-2383-9470-2124-0031,UB3 4EJ,2,CROYDE AVENUE,121.0,,,
0434-1229-6300-0306-4222,UB3 3PU,15,BOURTON CLOSE,46.0,,,
9748-1014-2228-3237-2204,UB3 2BH,81,EVERGREEN WAY,49.0,,,
8468-7720-6669-1001-6902,UB3 2AE,62,BOTWELL LANE,68.0,,,
2120-5642-9040-8199-5205,UB3 3BT,4,LITTLE ROAD,117.0,,,
9118-5134-3002-0402-2292,UB3 1PL,12,SKIPTON DRIVE,83.0,,,
0300-2439-0490-2025-1671,UB3 5LY,159,WEST END LANE,70.0,,,
3600-1075-0022-2428-3953,UB3 2BZ,76,CENTRAL AVENUE,90.0,,,
3735-9522-3400-0941-6202,UB3 2AU,21,MORAY AVENUE,39.0,,,
0350-2033-5420-2995-6601,UB3 5EH,10,SIPSON LANE,86.0,,,
0390-2702-7470-2405-2775,UB3 4JW,34,CROWLAND AVENUE,104.0,,,
2079-3042-3201-3504-2200,UB3 1TN,26,MILDRED AVENUE,92.0,,,
0048-3041-7201-5894-5200,UB3 4QP,12,GORDON CRESCENT,94.0,,,
2778-2084-7289-3915-7900,UB3 2BH,87,EVERGREEN WAY,84.0,,,
7237-6229-3309-0269-2296,UB3 2AJ,218,BOTWELL LANE,106.0,,,
9996-2891-6894-9604-5971,UB3 4QJ,14,BLACK ROD CLOSE,86.0,,,
4534-6421-1400-0078-2226,UB3 1SH,117,NIELD ROAD,86.0,,,
0340-2814-6580-2795-6351,UB3 2NU,13,PARK PARADE,56.0,,,
9909-1202-8404-1544-1104,UB3 4RD,58,CARFAX ROAD,56.0,,,
2838-9944-7249-6171-9904,UB3 5DP,186,HIGH STREET,100.0,,,
9330-2026-9420-2194-1521,UB3 2JL,37,RECTORY ROAD,93.0,,,
2535-3429-2400-0453-5202,UB3 5DW,136,HIGH STREET,93.0,,,
2578-0981-6249-8495-8980,UB3 2PJ,30,ST JEROMES GROVE,73.0,,,
0330-2323-7360-2804-6815,UB3 5NL,11,RAYWOOD CLOSE,31.0,,,
2864-3041-6208-4034-3204,UB3 1NQ,46,PINKWELL AVENUE,122.0,,,
0686-3046-1202-8045-6200,UB3 4NQ,128,NORTH HYDE ROAD,88.0,,,
1234-0424-4300-0931-7222,UB3 4JT,70,CORONATION ROAD,86.0,,,
9868-6046-7244-5578-4930,UB3 1JJ,19,LIME GROVE,71.0,,,
0110-2399-5172-2177-8465,UB3 2BP,103,CENTRAL AVENUE,98.0,,,
0321-3045-0209-3655-3204,UB3 2RT,10,ELMLEA DRIVE,80.0,,,
2348-2925-6330-9609-5934,UB3 2FY,22,MONARCH DRIVE,108.0,,,
8334-7726-4300-0426-8206,UB3 4DS,52B,STATION ROAD,46.0,,,
0519-0121-3000-0466-2292,UB3 5JA,6,MALVERN ROAD,69.0,,,
9370-2174-8420-2094-6551,UB3 1QY,28,WINDSOR GARDENS,70.0,,,
0340-3013-4120-2226-5185,UB3 5LY,100,WEST END LANE,137.0,,,
0130-2848-9020-2122-5235,UB3 2UT,16,WILLENHALL DRIVE,102.0,,,
9216-3047-2202-1735-0200,UB3 2AR,333,BOTWELL LANE,45.0,,,
4612-7123-5120-0826-4222,UB3 1RB,35,BURNHAM GARDENS,57.0,,,
7408-3046-5209-1845-2200,UB3 2QJ,23,CRANMER ROAD,106.0,,,
0524-3045-1209-3755-3204,UB3 1TE,130,WALTHAM AVENUE,90.0,,,
9508-8004-7221-7820-0224,UB3 2QB,19,TUDOR ROAD,81.0,,,
8600-1077-0922-8420-3953,UB3 2RU,22,GRANGE CLOSE,116.0,,,
9370-2170-7420-2224-3515,UB3 2AX,48,MORAY AVENUE,182.0,,,
9330-2833-6400-2394-8381,UB3 4ED,61,BEDWELL GARDENS,54.0,,,
2230-3041-3208-3424-3204,UB3 2TJ,35,HANOVER CIRCLE,70.0,,,
0336-4529-2500-0030-9226,UB3 2EY,4,WEST AVENUE,94.0,,,
9510-5122-1009-0441-2206,UB3 5AL,92,BATH ROAD,99.0,,,
2292-3020-1201-2832-5204,UB3 1RE,32,CLEVEDON GARDENS,91.0,,,
5600-3037-0922-4421-3963,UB3 4NW,63,NORTH HYDE ROAD,96.0,,,
2434-3046-1209-7196-0200,UB3 4NW,61,NORTH HYDE ROAD,95.0,,,
3134-8228-3400-0847-1226,UB3 2QJ,51,CRANMER ROAD,98.0,,,
9433-3049-9204-7105-5200,UB3 2QH,3,CRANMER ROAD,83.0,,,
8036-5124-5400-0270-7292,UB3 1QR,127,BOURNE AVENUE,97.0,,,
0368-3002-7209-6449-9204,UB3 1NJ,12,WOODHOUSE CLOSE,55.0,,,
8128-6026-4750-6898-4092,UB3 3PZ,115,AVONDALE DRIVE,76.0,,,
2120-8542-6050-0106-4201,UB3 5DH,377,HIGH STREET,68.0,,,
8490-4688-0022-0427-3943,UB3 4AN,268,STATION ROAD,86.0,,,
9320-2404-9400-2994-5205,UB3 3JJ,26,EAST WALK,115.0,,,
5800-6487-0722-0423-3753,UB3 3JH,18,WEST WALK,68.0,,,
9016-3039-0206-3564-1204,UB3 2LY,3,CHURCH GREEN,131.0,,,
9600-4325-0922-4321-3743,UB3 1JF,20,CHESTNUT CLOSE,85.0,,,
4220-9181-0464-8007-1753,UB3 1JB,62,BOTWELL COMMON ROAD,92.0,,,
0130-2845-6070-2199-7225,UB3 3AJ,61,STIRLING ROAD,105.0,,,
0345-3016-1207-2805-0200,UB3 5HP,6,CRANESWATER,97.0,,,
0220-9391-0411-0096-1523,UB3 2QQ,15,NORTH ROAD,95.0,,,
0288-1067-7261-3785-8904,UB3 4QB,54,NESTLES AVENUE,50.0,,,
2719-3499-7101-4111-0016,UB3 1QS,151,BOURNE AVENUE,100.0,,,
9370-2754-4400-2994-3285,UB3 5HA,38,CRANFORD LANE,109.0,,,
9350-2882-4490-2605-7831,UB3 2QD,52,TUDOR ROAD,49.0,,,
2241-5421-2274-7151-1628,UB3 5LZ,11,GILPIN WAY,69.0,,,
0380-2406-3480-2704-5011,UB3 2LQ,281,CHURCH ROAD,76.0,,,
0320-2047-5550-2795-4015,UB3 2QU,1,WAYLANDS,66.0,,,
2435-1925-6400-0832-9202,UB3 1QB,56,GLAMIS CRESCENT,74.0,,,
0330-2329-0180-2292-1955,UB3 4QZ,123,ROSEVILLE ROAD,73.0,,,
9702-1902-8202-3649-1204,UB3 2PW,12,VICTORIA CLOSE,99.0,,,
8707-9925-7329-6397-4133,UB3 5BH,118,BOLTONS LANE,45.0,,,
3220-9151-0490-1007-1523,UB3 5BS,57,BOLTONS LANE,45.0,,,
0866-3051-7206-7515-3204,UB3 1NS,14,SEATON ROAD,85.0,,,
1435-7424-3400-0186-9292,UB3 5DZ,4,KILN CLOSE,51.0,,,
0350-2709-6440-2195-1915,UB3 2NF,2,FULWOOD CLOSE,78.0,,,
8551-7924-6720-1387-7992,UB3 2SR,6,LEVEN WAY,62.0,,,
4834-6126-9300-0067-9292,UB3 5LU,56,WEST END LANE,63.0,,,
6919-3121-1000-0417-2222,UB3 3PJ,8,ABBEY CLOSE,36.0,,,
0320-2044-7420-2405-3665,UB3 4AF,23,REPTON AVENUE,55.0,,,
0319-3195-3002-0493-2102,UB3 1PZ,3,PEMBROKE WAY,160.0,,,
0370-2642-6450-2905-0971,UB3 4EY,145,WOOLACOMBE WAY,77.0,,,
8734-0622-8300-0758-4206,UB3 4EB,13,BEDWELL GARDENS,78.0,,,
0773-3945-6202-7144-8204,UB3 4PB,47,HYDE WAY,101.0,,,
8758-7125-6850-2242-3922,UB3 1NT,23,SEATON ROAD,68.0,,,
0380-2387-8470-2225-4825,UB3 3PY,35,GADE CLOSE,44.0,,,
9031-2533-0000-2029-3935,UB3 2FX,29,FREMANTLE WAY,105.0,,,
3000-8278-0922-4598-3553,UB3 1NR,165,WENTWORTH CRESCENT,87.0,,,
0190-2279-4182-2197-1421,UB3 1RP,225,BOURNE AVENUE,54.0,,,
2498-1955-7282-6281-3944,UB3 3EW,12A,COLDHARBOUR LANE,88.0,,,
0788-4002-6296-9703-9990,UB3 3JB,43,FAIRDALE GARDENS,100.0,,,
0370-2017-7530-2405-1281,UB3 1QN,52,BOURNE AVENUE,62.0,,,
9500-5804-0622-8428-3953,UB3 1NR,108,WENTWORTH CRESCENT,94.0,,,
6100-3501-0422-7597-3653,UB3 2DS,9,POPLAR PLACE,78.0,,,
2134-0221-1400-0870-2226,UB3 2PU,141,CROMWELL ROAD,74.0,,,
9370-2573-2390-2397-2275,UB3 4NG,98,NORTH HYDE ROAD,138.0,,,
0390-2232-0440-2805-0851,UB3 3JW,50,MINET DRIVE,72.0,,,
0310-2049-4580-2925-4375,UB3 5BD,16,NEW ROAD,103.0,,,
8213-7520-5299-3424-2992,UB3 4JJ,76,MONMOUTH ROAD,66.0,,,
2436-3059-9202-6376-5204,UB3 2UT,9,WILLENHALL DRIVE,58.0,,,
2130-9645-1050-8100-1201,UB3 3LH,20,MOUNT ROAD,78.0,,,
2863-3901-3200-0700-0204,UB3 2TY,68A,KINGSWAY,73.0,,,
8698-6123-6070-4046-9926,UB3 4QJ,7,BLACK ROD CLOSE,84.0,,,
2180-9716-2136-0110-5538,UB3 4NN,49,NORTH HYDE ROAD,103.0,,,
1700-2384-0422-4426-3253,UB3 1SD,51,ST ANSELMS ROAD,85.0,,,
9177-3945-1202-0594-0200,UB3 1JF,22,CHESTNUT CLOSE,137.0,,,
8018-6820-5399-8849-3972,UB3 1NR,112,WENTWORTH CRESCENT,88.0,,,
0753-2870-6739-2620-4251,UB3 1QZ,15,MARLOW GARDENS,83.0,,,
0350-2294-7490-2025-5635,UB3 2AZ,44,COMPTON ROAD,68.0,,,
8434-8520-1409-0172-2206,UB3 1LD,23,PRINCES PARK AVENUE,146.0,,,
0360-2733-8560-2895-3171,UB3 5LY,163,WEST END LANE,114.0,,,
2110-3949-8050-5101-5291,UB3 1PT,3,CARNARVON DRIVE,99.0,,,
2800-6436-0722-5427-3753,UB3 2AQ,157,BOTWELL LANE,139.0,,,
7706-3912-2202-4019-3204,UB3 2PU,140,CROMWELL ROAD,75.0,,,
8135-6426-1500-0464-1202,UB3 1TW,36,MILDRED AVENUE,73.0,,,
4612-5125-8120-0771-4202,UB3 1QP,92,BOURNE AVENUE,84.0,,,
9229-2831-7706-9221-6881,UB3 2QX,6,ANGEL LANE,58.0,,,
0035-6222-3400-0235-7226,UB3 1QL,8,BOURNE AVENUE,68.0,,,
6519-9176-2002-0407-2202,UB3 1JL,35,LIME GROVE,121.0,,,
0340-2214-7580-2795-2345,UB3 3HG,138,COLDHARBOUR LANE,248.0,,,
0380-2334-3270-2097-0535,UB3 2QZ,35,ANGEL LANE,78.0,,,
0360-2469-7440-2605-7825,UB3 1LB,14,PRINCES PARK CLOSE,77.0,,,
0108-2897-7379-9528-2815,UB3 4NY,7,FAIREY AVENUE,56.0,,,
5200-8998-0322-7527-3353,UB3 1QE,5,DENBIGH DRIVE,88.0,,,
5400-7332-2722-6104-1373,UB3 5LD,26,TASKER CLOSE,27.0,,,
0360-2828-7527-9701-9155,UB3 4HA,69,CLEAVE AVENUE,61.0,,,
9030-3033-7209-5714-9204,UB3 2BE,77,BOTWELL CRESCENT,46.0,,,
8234-7124-1300-0871-7296,UB3 4BD,9A,STATION ROAD,78.0,,,
0034-1202-2609-3342-1700,UB3 4AQ,32,OAKINGTON AVENUE,55.0,,,
8106-6417-6422-9396-4903,UB3 3PQ,100,ABBOTSWOOD WAY,39.0,,,
1000-6746-0422-0527-3553,UB3 4AR,28,CLEMENT GARDENS,77.0,,,
5732-5126-9100-0041-7206,UB3 2FJ,91,VARCOE GARDENS,131.0,,,
2268-4079-7203-1706-2964,UB3 1NL,18,WENTWORTH CRESCENT,75.0,,,
8621-6420-6439-0829-4976,UB3 2TU,73,KINGSWAY,73.0,,,
0360-2624-6550-2395-3031,UB3 2EL,14,TOWNFIELD ROAD,174.0,,,
9557-3054-1201-5375-6200,UB3 4JX,20A,LABURNUM ROAD,53.0,,,
8351-6520-6629-3881-6996,UB3 2QB,37,TUDOR ROAD,64.0,,,
0380-2243-4550-2105-5011,UB3 2NL,9,BELL HOUSE COTTAGES,50.0,,,
0180-2170-6152-2272-7445,UB3 4HP,73,KEITH ROAD,97.0,,,
0370-2562-0560-2595-3131,UB3 5EN,75,HUDSON ROAD,112.0,,,
0349-2854-6950-9898-6471,UB3 2PR,61,CROMWELL ROAD,88.0,,,
3221-9289-0790-2006-0573,UB3 2DD,33,REID CLOSE,66.0,,,
0269-1202-9205-1841-1800,UB3 4HA,53,CLEAVE AVENUE,63.0,,,
9896-3049-1204-9035-3200,UB3 1LX,91,DAWLEY ROAD,47.0,,,
3435-6425-3500-0446-0292,UB3 2NY,23,JUDGE HEATH LANE,88.0,,,
0737-1202-6205-1948-3100,UB3 4DA,20A,STATION ROAD,125.0,,,
5800-8359-0122-2427-3753,UB3 5ND,2,FIELD CLOSE,90.0,,,
0738-5089-7254-5878-2910,UB3 2BN,21,CENTRAL AVENUE,111.0,,,
9718-3933-6299-9826-4950,UB3 3JN,29,MINET DRIVE,102.0,,,
2368-3049-4204-1115-8200,UB3 4EZ,15,CLEAVE AVENUE,126.0,,,
2290-5225-0222-7221-3923,UB3 3PJ,14,ABBEY CLOSE,38.0,,,
0370-2522-8440-2705-5845,UB3 2AY,7,COMPTON ROAD,86.0,,,
6800-8696-0722-2475-3753,UB3 2BE,38,BOTWELL CRESCENT,48.0,,,
0350-2415-1150-2722-1675,UB3 5LD,29,TASKER CLOSE,37.0,,,
0256-1202-6705-3843-1000,UB3 4AN,246,STATION ROAD,144.0,,,
0828-9058-7218-6351-9970,UB3 5EL,10,HUDSON ROAD,67.0,,,
0310-2898-3510-2025-3545,UB3 4NR,111,NORTH HYDE ROAD,74.0,,,
0390-2018-8440-2595-1981,UB3 3PD,98,BIRCHWAY,73.0,,,
6200-6161-0422-7007-1593,UB3 2AN,193,BOTWELL LANE,146.0,,,
7590-3513-0522-6505-3053,UB3 5HR,9,ETON ROAD,58.0,,,
9319-3040-1202-4175-3200,UB3 2JE,21,NORTH AVENUE,74.0,,,
0350-2289-5450-2905-4961,UB3 2SS,54,LEVEN WAY,106.0,,,
2606-3063-1205-2116-3200,UB3 2BB,11,PARK SIDE,44.0,,,
2105-3944-9209-0644-3204,UB3 4EF,28,BEDWELL GARDENS,80.0,,,
0340-2293-6120-2302-4315,UB3 5DS,240,HIGH STREET,72.0,,,
2110-3841-3050-1105-0291,UB3 2NB,16,ACACIA AVENUE,125.0,,,
0320-2456-6360-2704-2841,UB3 3LB,1,HALSEND,96.0,,,
8537-6322-5200-0047-4226,UB3 1JZ,4,PRINCES PARK CIRCLE,92.0,,,
1219-3134-3002-0498-2706,UB3 5LP,63,PENNINE WAY,71.0,,,
6734-5022-1409-0389-5292,UB3 2UJ,18,BARRA WOOD CLOSE,81.0,,,
2715-4109-1339-7915-1121,UB3 2AE,24,BOTWELL LANE,65.0,,,
2119-5071-5316-9281-1810,UB3 5DP,176,HIGH STREET,80.0,,,
5135-3220-1509-0159-5202,UB3 4JS,11,CORONATION ROAD,79.0,,,
5336-8826-9400-0181-3206,UB3 1LU,49,DAWLEY ROAD,115.0,,,
2629-3053-6208-1475-9204,UB3 2AF,90,BOTWELL LANE,62.0,,,
2435-3046-8209-4145-1200,UB3 4AH,56,OAKINGTON AVENUE,123.0,,,
2665-3034-6209-1054-2204,UB3 1SF,30,NIELD ROAD,72.0,,,
0163-2833-7277-9621-6365,UB3 4HA,35,CLEAVE AVENUE,58.0,,,
0416-2876-7754-9228-7045,UB3 2QL,16,LANCASTER WALK,82.0,,,
3800-4436-0722-8425-3753,UB3 4JT,40,CORONATION ROAD,66.0,,,
0498-3085-6226-5375-6930,UB3 4JX,4,LABURNUM ROAD,50.0,,,
4119-2129-3000-0422-2202,UB3 4AH,50,OAKINGTON AVENUE,150.0,,,
9708-3051-8206-4585-4200,UB3 3PD,108,BIRCHWAY,79.0,,,
0350-2694-7510-2925-3441,UB3 4QJ,6,BLACK ROD CLOSE,106.0,,,
2164-3943-2200-0294-3200,UB3 5EW,35,VICTORIA LANE,77.0,,,
0310-2571-2580-2125-4425,UB3 4AG,3,RUTLAND ROAD,90.0,,,
0035-5921-7500-0247-4222,UB3 4RD,39,CARFAX ROAD,96.0,,,
0300-2425-0510-2795-8445,UB3 4AG,6,RUTLAND ROAD,68.0,,,
8318-6820-5489-9879-3972,UB3 1NW,69,WENTWORTH CRESCENT,88.0,,,
8907-8795-8829-2027-3683,UB3 1PH,54,PINKWELL LANE,105.0,,,
9294-3049-8204-1265-0200,UB3 3JU,64,HALSWAY,86.0,,,
8336-8122-1500-0566-9296,UB3 2BE,32,BOTWELL CRESCENT,48.0,,,
9390-2130-1590-2825-8651,UB3 1QS,141,BOURNE AVENUE,71.0,,,
9324-3046-2202-9455-8200,UB3 4PL,45,GRANVILLE ROAD,71.0,,,
1034-2820-2409-0250-2296,UB3 4AH,36,OAKINGTON AVENUE,113.0,,,
9001-1202-3204-3748-1800,UB3 5LP,72,PENNINE WAY,71.0,,,
2272-3052-9205-8495-7204,UB3 1JG,28,CHESTNUT CLOSE,83.0,,,
9310-2258-0500-2795-5505,UB3 2PN,39,COMMONWEALTH AVENUE,74.0,,,
2698-3956-1209-9835-8204,UB3 5NH,105,BRENDON CLOSE,26.0,,,
3817-9126-3000-0493-2226,UB3 5LY,153,WEST END LANE,42.0,,,
0284-3053-4208-8615-6204,UB3 5LZ,15,GILPIN WAY,74.0,,,
6235-8824-8400-0342-8206,UB3 4AH,25,OAKINGTON AVENUE,95.0,,,
8978-6629-6269-3798-5922,UB3 1NJ,5,WOODHOUSE CLOSE,58.0,,,
9360-2282-7500-2205-5511,UB3 2RB,20,MIDDLETON ROAD,56.0,,,
1635-3620-3509-0325-5296,UB3 4QY,67,ROSEVILLE ROAD,88.0,,,
2303-3956-5209-9295-7204,UB3 4QH,6,SANDOW CRESCENT,52.0,,,
8334-9222-9300-0936-5222,UB3 2JF,24,WHEATLEY CRESCENT,74.0,,,
1535-3522-0509-0558-7296,UB3 1RR,275,BOURNE AVENUE,49.0,,,
9300-2307-6320-2105-2841,UB3 3PB,63,BIRCHWAY,69.0,,,
8489-6829-8730-1237-8996,UB3 5HB,122,CRANFORD LANE,88.0,,,
9518-8033-7244-5878-5920,UB3 4HA,47,CLEAVE AVENUE,64.0,,,
