certificate_id,postcode,paon,street,floor_area_sqm,epc_rating,build_year,lodgement_date
0390-2853-5170-2592-3475,W13 9RN,41,ALTENBURG AVENUE,99.0,,,
1834-3429-8409-0625-4226,W13 0DX,15,SUTHERLAND ROAD,185.0,,,
7737-0423-9200-0529-8292,W13 0NR,75,ALEXANDRIA ROAD,136.0,,,
2208-1113-3617-7259-8312,W13 0TL,150,BROADWAY,120.0,,,
3834-7822-6300-0272-4292,W13 9UH,49,HASLEMERE AVENUE,60.0,,,
0345-2833-7675-9626-4141,W13 8HF,PEAR TREE COTTAGE,BRADLEY GARDENS,74.0,,,
9800-5297-0222-2321-3543,W13 0RL,22,ECCLESTON ROAD,84.0,,,
9754-3027-0206-4117-7204,W13 9HX,14,CHESHAM TERRACE,107.0,,,
0472-2838-6422-2000-2115,W13 9XJ,39,JEFFERSON CLOSE,46.0,,,
8536-7822-4790-0246-6926,W13 9TG,12,BERNARD AVENUE,131.0,,,
9598-5071-6219-4958-1944,W13 0JL,15,GRAFTON CLOSE,61.0,,,
9320-3624-2090-2894-5821,W13 0NY,43,FELIX ROAD,133.0,,,
2658-7076-6288-4840-7280,W13 9DE,10A,ST KILDA ROAD,76.0,,,
0340-2873-4410-2094-1275,W13 9XP,69,MIDHURST ROAD,143.0,,,
0954-2822-7133-9923-1145,W13 8DE,66,BELLEVUE ROAD,144.0,,,
9380-2705-3490-2604-1351,W13 0BA,25,PEAL GARDENS,58.0,,,
8116-7825-4630-2460-2926,W13 9SB,180A,NORTHFIELD AVENUE,44.0,,,
9350-2912-2490-2994-3365,W13 9QD,60,ELERS ROAD,183.0,,,
9206-3038-4206-9264-8204,W13 0JF,2,DRAYTON GREEN,165.0,,,
9320-2592-2400-2604-0225,W13 9NH,64,CULMINGTON ROAD,212.0,,,
2238-3042-6201-4374-3200,W13 9RN,28,ALTENBURG AVENUE,118.0,,,
3639-0321-3000-0926-9202,W13 9EH,26,LEIGHTON ROAD,88.0,,,
9377-3028-5203-0047-5204,W13 9DX,18,COLDERSHAW ROAD,130.0,,,
8909-1335-6622-4426-8903,W13 9PN,2,PURSEWARDENS CLOSE,31.0,,,
3900-0589-0222-4297-3873,W13 9HS,85,SEAFORD ROAD,56.0,,,
0589-3040-4208-5584-7204,W13 8JS,79,THE AVENUE,161.0,,,
0360-2325-9350-2094-8821,W13 9RW,18,GREEN AVENUE,94.0,,,
6634-7125-9300-0403-8292,W13 9TF,29,BELSIZE AVENUE,77.0,,,
9060-2209-9090-2220-3181,W13 9XW,41,RIDLEY AVENUE,69.0,,,
0152-2879-6431-9700-8825,W13 9EL,51,LEIGHTON ROAD,54.0,,,
8090-2778-0522-8302-3073,W13 9TJ,91,MIDHURST ROAD,160.0,,,
2771-3040-4203-7834-3204,W13 9EU,81,HESSEL ROAD,66.0,,,
2545-4270-9134-5674-4311,W13 9AG,8,ST HELENS ROAD,92.0,,,
2948-3972-6219-4440-4984,W13 9QD,6,ELERS ROAD,48.0,,,
5334-0824-5300-0909-6292,W13 9TN,4,BALFOUR ROAD,98.0,,,
8368-6922-9050-0929-1926,W13 9PU,23,LYNCROFT GARDENS,198.0,,,
2649-3900-3200-4640-9200,W13 9UG,40,WOODSTOCK AVENUE,128.0,,,
1100-2360-1322-4296-0823,W13 9UQ,29A,WOODSTOCK AVENUE,52.0,,,
9358-8008-7266-7400-4224,W13 0JY,61,CAVENDISH AVENUE,57.0,,,
9568-1004-7239-6390-0274,W13 9EL,59,LEIGHTON ROAD,159.0,,,
6134-4530-4009-0904-8206,W13 0NY,33,FELIX ROAD,133.0,,,
0765-2820-6190-2270-5971,W13 9UB,25,CLEMENTINE CLOSE,43.0,,,
2334-1021-8400-0086-2296,W13 9QL,6,CAREW ROAD,139.0,,,
8128-7720-6349-0005-1902,W13 0TF,11,CONNAUGHT ROAD,70.0,,,
7902-1222-7002-0029-1202,W13 0TY,19,KIRCHEN ROAD,46.0,,,
8470-7726-7400-5091-1222,W13 0JN,76,CAVENDISH AVENUE,62.0,,,
0464-2842-6185-9521-0921,W13 9EZ,77A,SYDNEY ROAD,42.0,,,
0822-3029-8208-9177-0200,W13 0NR,73,ALEXANDRIA ROAD,122.0,,,
0340-2192-6320-2404-2421,W13 9UB,31,CLEMENTINE CLOSE,26.0,,,
5535-2630-7309-0877-7202,W13 8QW,30,BROUGHTON ROAD,209.0,,,
0556-2892-6951-9301-1151,W13 9EA,35B,COLDERSHAW ROAD,57.0,,,
9390-2309-6490-2894-7351,W13 9LU,15,DUDLEY GARDENS,124.0,,,
0968-6066-6247-6370-7234,W13 9QP,13,NORTHFIELD AVENUE,47.0,,,
2909-4227-7000-0092-1222,W13 0JL,4,GRAFTON CLOSE,61.0,,,
1834-6622-7300-0371-5226,W13 8AU,8,CLEVELAND ROAD,216.0,,,
0817-3006-2206-4089-9204,W13 9TX,56,SALISBURY ROAD,82.0,,,
0219-3007-5203-0269-9204,W13 9LT,34,DUDLEY GARDENS,117.0,,,
9248-3007-6212-4578-0970,W13 0JG,8,CAVENDISH AVENUE,85.0,,,
0360-2516-1430-2094-1005,W13 0BD,11,BRENTSIDE CLOSE,99.0,,,
3100-7970-0122-4492-3143,W13 9XQ,22,FULMER WAY,89.0,,,
0370-3308-4080-2304-6825,W13 0NY,5,FELIX ROAD,148.0,,,
0340-2204-8360-2324-0951,W13 8HN,2,LAKESIDE,106.0,,,
5730-3321-7000-0100-0276,W13 0DA,15,LONG ACRE COURT,55.0,,,
9290-7579-0822-1408-3043,W13 9TE,12,WYNDHAM ROAD,141.0,,,
0300-2016-7570-2806-2961,W13 9AS,5,PRINCES ROAD,111.0,,,
0300-2057-5370-2324-8601,W13 9HS,131,SEAFORD ROAD,75.0,,,
9642-3942-4200-2804-9200,W13 9TF,16,BELSIZE AVENUE,78.0,,,
9320-2771-0400-2504-0265,W13 9TR,3,NEWLAND GARDENS,120.0,,,
2080-2205-3050-0207-4125,W13 8RP,14,ARDEN ROAD,62.0,,,
2812-6513-4211-1143-9641,W13 0RA,67,ECCLESTON ROAD,107.0,,,
9764-3945-9202-0304-1200,W13 9TG,17,BERNARD AVENUE,83.0,,,
0076-2809-6389-9595-7215,W13 8JR,13,THE AVENUE,13.0,,,
0212-3003-2205-5312-9200,W13 8LQ,6A,COLLEGE ROAD,80.0,,,
2439-8127-9000-0329-4202,W13 9TN,50,BALFOUR ROAD,95.0,,,
8196-3810-0229-9927-9023,W13 9QP,73,NORTHFIELD AVENUE,103.0,,,
0390-7655-0222-7405-3943,W13 9UX,78,MAYFIELD AVENUE,116.0,,,
0835-8729-4400-0836-5296,W13 9ED,81,ADELAIDE ROAD,145.0,,,
2818-8054-7208-0460-5200,W13 8QY,7,HASTINGS ROAD,75.0,,,
8497-1166-6920-2906-8913,W13 9LB,6,BROOMFIELD PLACE,68.0,,,
2702-3042-7201-7754-1200,W13 0ND,3,CHARLES ROAD,105.0,,,
9221-3002-8208-9349-6200,W13 9PB,16,SOMERSET ROAD,68.0,,,
8204-2985-5020-8396-0183,W13 0JA,39,MANOR ROAD,117.0,,,
0991-0201-4704-7904-2400,W13 0HB,30,HIGHVIEW ROAD,140.0,,,
0080-2302-3020-2209-4125,W13 9PW,64,PURSEWARDENS CLOSE,44.0,,,
7390-1122-0822-3426-3043,W13 9XJ,22,JEFFERSON CLOSE,44.0,,,
9581-0901-4209-7909-2200,W13 0HB,4,HIGHVIEW ROAD,49.0,,,
5735-4822-5400-0773-6292,W13 9HT,62,SEAFORD ROAD,92.0,,,
0380-2446-5160-2592-4731,W13 8HG,27A,EGERTON GARDENS,65.0,,,
0581-2837-6591-9129-4231,W13 9LT,26,DUDLEY GARDENS,117.0,,,
2034-2529-3409-0403-4222,W13 9ER,15A,HESSEL ROAD,56.0,,,
9558-2813-6406-9698-8155,W13 8ES,3,ST STEPHENS AVENUE,247.0,,,
9652-3045-0209-4345-7200,W13 9TQ,38,GRAHAM AVENUE,133.0,,,
0340-2910-3120-2992-3225,W13 9SY,39,NORTHFIELD ROAD,89.0,,,
2070-6808-2020-0200-8195,W13 9HY,15,REGINA TERRACE,141.0,,,
9340-2082-9420-2994-0401,W13 0NA,14,GLENMORE LAWNS,71.0,,,
9308-1274-7002-0099-1006,W13 0LN,5,ARGYLE ROAD,111.0,,,
8305-4665-4122-4796-6903,W13 9SX,24,NORTHCROFT ROAD,110.0,,,
0370-2570-3490-2595-4511,W13 9PS,43,KINGSDOWN AVENUE,136.0,,,
9638-2813-7620-9124-6845,W13 0TF,23,CONNAUGHT ROAD,110.0,,,
0043-0201-5709-7102-2004,W13 8LY,34,WALDECK ROAD,282.0,,,
2560-9435-1210-2146-0312,W13 0BN,14,AVALON ROAD,102.0,,,
0320-2054-7470-2405-1715,W13 8BU,45,KENT GARDENS,131.0,,,
0390-2121-2490-2225-4631,W13 9TT,77,SALISBURY ROAD,123.0,,,
8171-6123-5340-2719-0906,W13 8ER,146B,ARGYLE ROAD,103.0,,,
8607-2244-0629-6226-2413,W13 9JZ,52,GLENFIELD ROAD,53.0,,,
9432-2025-5100-0806-6206,W13 8DX,36,TEMPLEWOOD,104.0,,,
4539-8126-9000-0489-7292,W13 9LP,45,RATHGAR AVENUE,69.0,,,
3035-8639-2409-0962-6292,W13 9RR,50,NORTHFIELD AVENUE,51.0,,,
0544-3046-8202-0045-4204,W13 9RW,33,GREEN AVENUE,110.0,,,
0330-2190-9430-2474-6001,W13 8BH,44,KENT AVENUE,152.0,,,
0218-6066-7272-5768-3960,W13 8DE,4,BELLEVUE ROAD,50.0,,,
0334-6220-5409-0634-3222,W13 9JR,16A,WESTFIELD ROAD,91.0,,,
9340-2287-6390-2197-7241,W13 9JS,36,LOVEDAY ROAD,221.0,,,
3534-4520-4409-0152-2206,W13 9JU,89,LOVEDAY ROAD,131.0,,,
9370-2820-8390-2077-5375,W13 9RA,75,LEYBORNE AVENUE,107.0,,,
2100-6196-0922-3424-3843,W13 8JH,15,DELL WAY,129.0,,,
6632-0729-0000-0663-3206,W13 8HQ,6,EGERTON GARDENS,153.0,,,
0370-2536-3260-2797-1711,W13 9PL,15,RATHGAR AVENUE,198.0,,,
9300-2057-1220-2194-5481,W13 8BE,15,KENT AVENUE,151.0,,,
0060-2101-9020-2202-2161,W13 9XS,15,MIDHURST ROAD,112.0,,,
8120-9216-0042-4009-0943,W13 9TF,5,BELSIZE AVENUE,100.0,,,
7301-3041-2208-5444-6200,W13 0BY,13,BRUTON WAY,160.0,,,
0233-3038-6206-9884-7204,W13 8JZ,45,COLEBROOKE AVENUE,209.0,,,
7535-0722-1400-0817-6296,W13 9ED,87,ADELAIDE ROAD,147.0,,,
0785-0201-4304-7002-2700,W13 0DE,7,CLAREMONT ROAD,133.0,,,
9360-2466-0490-2604-7301,W13 0BN,54,AVALON ROAD,102.0,,,
8636-7024-4090-3444-1996,W13 9HP,55,SEAFORD ROAD,113.0,,,
1534-6320-1409-0938-3222,W13 9NW,28,LAVINGTON ROAD,150.0,,,
0293-0201-9405-6800-2900,W13 9DF,89,ST KILDA ROAD,171.0,,,
7234-2320-3409-0565-3226,W13 9RB,16,LEYBORNE AVENUE,135.0,,,
2832-8023-5100-0205-8202,W13 9RN,1,ALTENBURG AVENUE,78.0,,,
0134-2921-4100-0170-2296,W13 9SY,20,NORTHFIELD ROAD,79.0,,,
9490-3041-0201-4234-8200,W13 8DS,2,WOBURN,38.0,,,
0360-2439-4420-2795-2631,W13 9UL,60,HASLEMERE AVENUE,139.0,,,
8673-7222-5290-7087-4926,W13 9SH,17,CRANMER AVENUE,107.0,,,
9586-3033-8209-7124-9204,W13 9QD,76,ELERS ROAD,207.0,,,
7835-7925-2500-0071-0222,W13 9JZ,60,GLENFIELD ROAD,94.0,,,
8658-7325-5830-4854-1922,W13 0RE,54,ENDSLEIGH ROAD,77.0,,,
2968-1946-6210-5318-4970,W13 0RE,63,ENDSLEIGH ROAD,114.0,,,
0407-4225-7002-0092-1602,W13 0EQ,23,KINGSLEY AVENUE,161.0,,,
5735-4229-4400-0810-6276,W13 9UG,24,WOODSTOCK AVENUE,104.0,,,
2784-3002-0306-8769-3200,W13 0NR,14B,ALEXANDRIA ROAD,74.0,,,
9275-3919-3209-2884-1200,W13 9DF,61,ST KILDA ROAD,122.0,,,
0310-2066-2470-2505-4705,W13 9JZ,53,GLENFIELD ROAD,128.0,,,
9700-0252-0122-5428-3253,W13 9ET,78,HESSEL ROAD,110.0,,,
2070-8703-2070-1204-2191,W13 9DX,24,COLDERSHAW ROAD,104.0,,,
0666-2826-7798-9291-5985,W13 9EY,62,SYDNEY ROAD,100.0,,,
9626-3047-8207-4315-8200,W13 9TE,50,WYNDHAM ROAD,174.0,,,
9360-2943-4490-2524-7455,W13 0BZ,10,FOSSE WAY,158.0,,,
0478-3953-7280-6008-7924,W13 0BZ,1,FOSSE WAY,154.0,,,
0320-2595-3420-2125-2775,W13 9LX,6,TAWNY CLOSE,58.0,,,
0600-5130-0222-1427-3953,W13 9XN,27,CHALFONT WAY,91.0,,,
0360-2450-9350-2574-0881,W13 8DQ,2,TEMPLEWOOD,138.0,,,
2558-3049-7204-3485-6200,W13 8BZ,14,WIMBORNE GARDENS,172.0,,,
2070-4403-4020-8202-6101,W13 0JZ,175,CAVENDISH AVENUE,65.0,,,
0988-2855-6983-2100-1435,W13 9TX,32,SALISBURY ROAD,118.0,,,
0360-2239-0420-2795-0641,W13 9SH,6,CRANMER AVENUE,107.0,,,
2635-4839-3400-0913-5226,W13 0EN,97,CLEVELAND ROAD,134.0,,,
9578-3057-7229-4716-7900,W13 9RR,72A,NORTHFIELD AVENUE,58.0,,,
0330-2487-9420-2795-3685,W13 9RN,12,ALTENBURG AVENUE,72.0,,,
0452-2810-7057-9693-7981,W13 9SJ,200,NORTHFIELD AVENUE,38.0,,,
2793-3013-9202-7272-6204,W13 9JE,12,BONCHURCH ROAD,105.0,,,
0888-3027-7265-4430-6220,W13 9UR,46,MAYFIELD AVENUE,137.0,,,
6907-1235-7002-0079-1006,W13 0RE,26,ENDSLEIGH ROAD,91.0,,,
1834-8821-5400-0562-1296,W13 0DG,46,CLAREMONT ROAD,111.0,,,
8800-6121-5440-6458-5206,W13 0JP,4,SAWYERS LAWN,60.0,,,
0968-2827-7493-9101-4185,W13 0JQ,62,CAVENDISH AVENUE,40.0,,,
8450-6921-7890-0998-8996,W13 0LD,18,DRAYTON ROAD,69.0,,,
0300-2222-8490-2025-7675,W13 9JY,7,LANCASTER GARDENS,126.0,,,
0888-2965-6282-8920-3904,W13 9HW,3,LEELAND TERRACE,111.0,,,
2435-4429-1400-0433-5206,W13 9DR,103,LEIGHTON ROAD,144.0,,,
0340-2211-1160-2907-1281,W13 9SY,13,NORTHFIELD ROAD,71.0,,,
1735-6027-6400-0441-8296,W13 9UR,12,MAYFIELD AVENUE,103.0,,,
4508-5265-7002-0099-1606,W13 8EL,120,ARGYLE ROAD,187.0,,,
4400-7129-0522-3001-3793,W13 9TU,19,SALISBURY ROAD,95.0,,,
9240-3030-8201-5357-2200,W13 9JA,84A,WESTFIELD ROAD,37.0,,,
0017-3048-2204-7155-9204,W13 9QZ,74,CAMBORNE AVENUE,97.0,,,
9030-2304-0221-2792-6095,W13 9TG,27,BERNARD AVENUE,115.0,,,
2070-1005-2050-1209-1105,W13 0SP,52,BEDFORD ROAD,88.0,,,
4834-3328-5400-0718-1222,W13 9DX,52,COLDERSHAW ROAD,153.0,,,
0310-2165-3440-2805-4855,W13 9PR,2A,KINGSDOWN AVENUE,189.0,,,
2100-3246-0022-5029-0593,W13 9XW,57,RIDLEY AVENUE,85.0,,,
0568-4062-7286-6041-9980,W13 9SX,62,NORTHCROFT ROAD,101.0,,,
7335-0624-0400-0267-9226,W13 8ND,6,AMHERST ROAD,249.0,,,
5400-8879-0422-3027-3793,W13 0RE,15,ENDSLEIGH ROAD,91.0,,,
2080-8403-4040-4203-2105,W13 8LX,41,AMHERST ROAD,253.0,,,
4835-8225-9400-0218-2202,W13 9LB,5,BROOMFIELD PLACE,88.0,,,
2668-3921-3200-7542-5204,W13 0LQ,62,DRAYTON GARDENS,150.0,,,
0616-3049-3204-9025-0200,W13 9UG,22,WOODSTOCK AVENUE,149.0,,,
9335-3223-0500-0141-3226,W13 9JU,137,LOVEDAY ROAD,143.0,,,
8937-7522-0810-5553-9926,W13 9UY,39,RAYMOND AVENUE,55.0,,,
9639-3049-4204-2425-6204,W13 9PU,25,LYNCROFT GARDENS,172.0,,,
0971-0201-2805-1209-2304,W13 8NA,5,AMHERST GARDENS,161.0,,,
5035-2229-0400-0870-6276,W13 9JP,13,WESTFIELD ROAD,54.0,,,
9400-7391-0822-6373-3943,W13 8AS,34,SHERBORNE GARDENS,145.0,,,
0370-2545-5080-2129-4925,W13 9JP,35,WESTFIELD ROAD,122.0,,,
9335-5822-8400-0203-6206,W13 9XH,12,LITTLEWOOD CLOSE,44.0,,,
7635-4728-8500-0365-3296,W13 9EY,18,SYDNEY ROAD,127.0,,,
0959-2815-7755-9603-2065,W13 9XW,28,RIDLEY AVENUE,88.0,,,
2635-6525-7500-0654-0292,W13 9UN,4,MERVYN ROAD,140.0,,,
0360-2872-8440-2705-8841,W13 9NW,26,LAVINGTON ROAD,180.0,,,
0144-2855-7271-9093-2585,W13 8EW,14,RAVENSBOURNE GARDENS,152.0,,,
0310-2237-1290-2297-6325,W13 8DF,43,BELLEVUE ROAD,143.0,,,
0572-2882-6659-2720-4075,W13 9UP,35,MAYFIELD AVENUE,96.0,,,
8630-6422-8960-6815-1292,W13 9HW,1A,LEELAND TERRACE,55.0,,,
0044-3942-6200-9124-8204,W13 8LT,30,AMHERST ROAD,252.0,,,
2237-0723-0200-0431-8296,W13 9UJ,44,HASLEMERE AVENUE,151.0,,,
9817-3027-4206-5077-7200,W13 8NQ,5,AMHERST AVENUE,261.0,,,
9800-8505-0022-2373-3543,W13 8PE,54,ARLINGTON ROAD,176.0,,,
9603-3046-5202-0525-6204,W13 9UT,63,MAYFIELD AVENUE,96.0,,,
2466-3048-9207-9655-3204,W13 9HX,21,CHESHAM TERRACE,102.0,,,
9744-3052-1203-5465-8200,W13 9LS,58,LAVINGTON ROAD,231.0,,,
6335-7624-3400-0157-9226,W13 9QZ,71,CAMBORNE AVENUE,142.0,,,
9836-3049-6204-3265-5200,W13 9PL,17,RATHGAR AVENUE,177.0,,,
0390-2300-9440-2975-6961,W13 9XU,104,CRANMER AVENUE,81.0,,,
8551-6325-5430-9167-9926,W13 9NS,48,MATTOCK LANE,38.0,,,
4100-5235-7002-0004-1602,W13 8EL,104,ARGYLE ROAD,248.0,,,
8709-7334-8329-6697-4763,W13 9UL,80,HASLEMERE AVENUE,102.0,,,
0350-2360-3490-2825-0545,W13 8DF,47,BELLEVUE ROAD,93.0,,,
0327-3008-4208-2849-5204,W13 8LY,9,WALDECK ROAD,192.0,,,
9734-9328-1400-0941-1226,W13 8PW,16,ST LEONARDS ROAD,245.0,,,
0380-2083-3490-2795-5551,W13 9QZ,32,CAMBORNE AVENUE,104.0,,,
0742-2862-7331-9126-2915,W13 9XJ,27,JEFFERSON CLOSE,44.0,,,
9340-2847-7390-2527-6251,W13 9XU,96,CRANMER AVENUE,88.0,,,
2354-3014-3207-1512-8204,W13 0DH,42,HATHAWAY GARDENS,61.0,,,
2138-2087-7297-5678-1960,W13 0NR,32,ALEXANDRIA ROAD,95.0,,,
6200-5583-0122-8501-3353,W13 8JZ,1,COLEBROOKE AVENUE,247.0,,,
0417-3049-0204-0535-0200,W13 9EW,13,CHAMBERLAIN ROAD,111.0,,,
0390-2826-7560-2125-6251,W13 0LG,61,DRAYTON GARDENS,143.0,,,
0300-2054-3220-2195-1471,W13 8BE,7,KENT AVENUE,146.0,,,
9317-3052-3206-2065-0200,W13 9PT,32,KINGSDOWN AVENUE,161.0,,,
9318-3040-5203-0384-1200,W13 9SH,23,CRANMER AVENUE,117.0,,,
9558-4020-6291-7490-9220,W13 9XW,52,RIDLEY AVENUE,66.0,,,
0380-2252-5560-2795-4125,W13 9TS,APRIL COTTAGE,WALMER GARDENS,99.0,,,
2070-2106-0050-7203-5125,W13 9UX,68,MAYFIELD AVENUE,146.0,,,
8880-7828-7040-9116-2226,W13 9QP,71,NORTHFIELD AVENUE,49.0,,,
2364-3034-9209-0034-2200,W13 0DD,30,VALLIS WAY,134.0,,,
8921-6323-6860-5598-7026,W13 8QH,31,HASTINGS ROAD,119.0,,,
2238-3016-6227-5391-1900,W13 9JD,141,WESTFIELD ROAD,78.0,,,
4135-1526-3500-0451-1206,W13 8HQ,8,EGERTON GARDENS,205.0,,,
9181-3052-4203-5575-8200,W13 9TY,30,ERLESMERE GARDENS,104.0,,,
9428-3039-7236-6551-0990,W13 0NT,8,FELIX ROAD,66.0,,,
0300-2971-0470-2095-0845,W13 8AS,5A,SHERBORNE GARDENS,70.0,,,
0370-2095-9530-2795-5225,W13 9TF,33,BELSIZE AVENUE,93.0,,,
2500-7027-0722-5103-3423,W13 8LX,31,AMHERST ROAD,242.0,,,
1000-3030-0922-8506-3553,W13 9DT,106,COLDERSHAW ROAD,179.0,,,
2395-3053-9203-6735-0204,W13 9NJ,35,CULMINGTON ROAD,245.0,,,
0350-2572-6550-2625-5015,W13 9XW,46,RIDLEY AVENUE,72.0,,,
0400-2284-1002-0002-1092,W13 8DS,8,WOBURN,37.0,,,
8628-6626-4130-2845-6022,W13 0JW,158,CAVENDISH AVENUE,62.0,,,
8400-7970-0522-5521-3153,W13 8JB,6,WHITELEDGES,140.0,,,
7232-0524-2100-0601-5292,W13 9JZ,32A,GLENFIELD ROAD,66.0,,,
4735-7827-9400-0252-7296,W13 0BA,24,PEAL GARDENS,155.0,,,
8633-7427-5500-9077-1906,W13 9EZ,15,SYDNEY ROAD,49.0,,,
0961-2830-6688-9291-2571,W13 9TQ,2,GRAHAM AVENUE,121.0,,,
0232-6327-6100-0361-4206,W13 9RN,2,ALTENBURG AVENUE,79.0,,,
8170-6629-7890-3156-4292,W13 9HS,71,SEAFORD ROAD,55.0,,,
3000-6622-0022-2401-3843,W13 9PZ,9,WALDEMAR AVENUE,142.0,,,
9942-2898-6406-9808-5605,W13 0NY,59,FELIX ROAD,59.0,,,
0340-2012-6110-2925-1221,W13 9SY,56,NORTHFIELD ROAD,122.0,,,
0310-2030-0560-2275-4211,W13 9PW,63,PURSEWARDENS CLOSE,36.0,,,
0380-2361-6280-2207-7951,W13 0JY,55,CAVENDISH AVENUE,60.0,,,
0388-7040-7243-4856-9940,W13 9LU,101,DUDLEY GARDENS,120.0,,,
8798-7926-5160-0823-1922,W13 9DF,97,ST KILDA ROAD,92.0,,,
3135-1227-0400-0855-8222,W13 0BD,9,BRENTSIDE CLOSE,130.0,,,
2821-3049-8204-7325-5204,W13 9SS,57,NORTHCROFT ROAD,106.0,,,
0063-2809-6769-9921-3141,W13 9JD,103,WESTFIELD ROAD,80.0,,,
5035-8725-2500-0414-0226,W13 9QB,49,ELERS ROAD,197.0,,,
1335-9826-3500-0573-1292,W13 9TN,43,BALFOUR ROAD,111.0,,,
8478-7321-4010-6237-9996,W13 8PZ,70,LANGHAM GARDENS,62.0,,,
0635-1124-0400-0119-9206,W13 9HS,93,SEAFORD ROAD,68.0,,,
0638-6088-6216-4788-0004,W13 9LB,4,BROOMFIELD PLACE,61.0,,,
6203-1275-7002-0001-1406,W13 0RE,9,ENDSLEIGH ROAD,138.0,,,
0338-5083-7286-6641-9904,W13 8DH,5,PERIVALE GARDENS,110.0,,,
4532-4026-5100-0458-7202,W13 9SB,148,NORTHFIELD AVENUE,100.0,,,
0724-2804-7045-9321-8725,W13 9RN,9,ALTENBURG AVENUE,109.0,,,
8535-1321-9200-0942-7292,W13 9EU,71,HESSEL ROAD,106.0,,,
8163-7825-5440-5150-8926,W13 9UY,33,RAYMOND AVENUE,96.0,,,
3535-4926-6500-0450-1226,W13 9JF,10,GLENFIELD TERRACE,114.0,,,
9340-2291-6500-2025-4641,W13 9TN,33,BALFOUR ROAD,123.0,,,
9713-3050-6205-7165-5204,W13 8AY,10,THE DENE,151.0,,,
8618-7727-3350-4049-0906,W13 9RW,54,GREEN AVENUE,99.0,,,
2070-2507-5050-4207-0125,W13 8LQ,8,COLLEGE ROAD,212.0,,,
8763-7528-5990-8359-6926,W13 9QP,63A,NORTHFIELD AVENUE,62.0,,,
0450-3901-4202-8130-9204,W13 9XW,37,RIDLEY AVENUE,70.0,,,
9087-3053-9208-6685-7204,W13 9EU,75,HESSEL ROAD,62.0,,,
8751-6325-5190-0229-3922,W13 9HZ,20,MILFORD ROAD,97.0,,,
9045-3009-8201-6739-6204,W13 9EY,4,SYDNEY ROAD,100.0,,,
5500-3894-0622-3475-3953,W13 8PZ,53,LANGHAM GARDENS,70.0,,,
9535-0829-6509-0140-6226,W13 0EH,105A,KINGSLEY AVENUE,58.0,,,
1637-5322-1200-0227-4222,W13 9EB,42,ADELAIDE ROAD,159.0,,,
9679-3955-0200-2755-5204,W13 9JA,66,WESTFIELD ROAD,118.0,,,
8933-6522-5200-9726-3996,W13 9TG,8,BERNARD AVENUE,83.0,,,
4235-6721-1500-0149-4292,W13 0RE,13,ENDSLEIGH ROAD,133.0,,,
6702-0628-1210-0979-0206,W13 9XR,82,MIDHURST ROAD,131.0,,,
9380-2841-6590-2795-4615,W13 9AS,1,PRINCES ROAD,106.0,,,
8190-3297-0222-7194-3993,W13 0JW,200,CAVENDISH AVENUE,63.0,,,
0808-2898-7066-9507-8755,W13 9JZ,19,GLENFIELD ROAD,31.0,,,
2113-4521-5410-0161-1591,W13 8HY,66,THE KNOLL,131.0,,,
0924-2838-7597-9401-1331,W13 8DS,4,WOBURN,53.0,,,
1035-1723-8500-0975-2296,W13 9EB,38,ADELAIDE ROAD,106.0,,,
0275-0201-2702-7501-2000,W13 8PZ,62,LANGHAM GARDENS,63.0,,,
9518-2900-6239-4646-3924,W13 9XG,28,CLAYGATE ROAD,152.0,,,
0659-3956-5209-7535-3200,W13 0JL,3,GRAFTON CLOSE,62.0,,,
0651-2888-6547-2020-1895,W13 9HP,31,SEAFORD ROAD,83.0,,,
9538-8044-6279-6780-2280,W13 8JE,3,HERONSFORDE,110.0,,,
2034-1324-4300-0464-7222,W13 9TN,60C,BALFOUR ROAD,43.0,,,
3702-8222-6000-0074-1296,W13 9SU,150,NORTHCROFT ROAD,101.0,,,
2614-4982-6242-2422-1954,W13 0JA,44,MANOR ROAD,109.0,,,
9390-3956-4209-2625-5204,W13 0LE,15,DRAYTON AVENUE,114.0,,,
8104-0346-8229-8726-6313,W13 0NT,22,FELIX ROAD,67.0,,,
4501-4275-7002-0021-1402,W13 0JY,47,CAVENDISH AVENUE,62.0,,,
0318-3057-7209-2646-9204,W13 0TF,16,CONNAUGHT ROAD,98.0,,,
9021-3046-1202-9725-8200,W13 0JY,43,CAVENDISH AVENUE,57.0,,,
8908-5395-8629-9206-5683,W13 0HF,85,CLEVELAND ROAD,214.0,,,
8403-1334-9029-5707-8163,W13 9XW,17,RIDLEY AVENUE,83.0,,,
9360-2402-2520-2725-2715,W13 9SH,39,CRANMER AVENUE,112.0,,,
