property_key,avm_estimate,captured_date,source_url,listing_visible
12A8BAB5-E3BB-2125-E063-4804A8C08CC1,393343,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-DBDC-F410-E063-4804A8C0DFA6,898170,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D3CE-F410-E063-4804A8C0DFA6,535352,2026-06-19,PROXY:open-data-hedonic-OLS,false
12A8BAB5-E3B4-2125-E063-4804A8C08CC1,423912,2026-06-19,PROXY:open-data-hedonic-OLS,false
25E9DA80-690A-555E-E063-4704A8C066F2,452389,2026-06-19,PROXY:open-data-hedonic-OLS,false
12A8BAB5-E3B6-2125-E063-4804A8C08CC1,395831,2026-06-19,PROXY:open-data-hedonic-OLS,false
25E9DA80-6D2B-555E-E063-4704A8C066F2,313082,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A560-22AC-E063-4804A8C0EA3A,841673,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D445-F410-E063-4804A8C0DFA6,241795,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E57B-38BA-E063-4704A8C05A7C,496393,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D490-F410-E063-4804A8C0DFA6,484867,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2F18-9EB1-E063-4704A8C09D02,1495483,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B62C-86E8-E063-4804A8C0372B,752526,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-83CF-E651-E063-4704A8C061D9,2132348,2026-06-19,PROXY:open-data-hedonic-OLS,false
12A8BAB5-E592-2125-E063-4804A8C08CC1,688515,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-E5F0-7CBE-E063-4804A8C06C96,855461,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-826D-E651-E063-4704A8C061D9,860524,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-8370-E651-E063-4704A8C061D9,873946,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A599-22AC-E063-4804A8C0EA3A,509572,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D38C-F410-E063-4804A8C0DFA6,1441536,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-82B6-E651-E063-4704A8C061D9,637830,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D389-F410-E063-4804A8C0DFA6,672290,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-82B3-E651-E063-4704A8C061D9,366940,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D8B5-F410-E063-4804A8C0DFA6,260942,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D2EC-F410-E063-4804A8C0DFA6,1401748,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D7C9-F410-E063-4804A8C0DFA6,450741,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-334E-9EB1-E063-4704A8C09D02,855637,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-828C-E651-E063-4704A8C061D9,570623,2026-06-19,PROXY:open-data-hedonic-OLS,false
12A8BAB5-E3C8-2125-E063-4804A8C08CC1,446819,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D402-F410-E063-4804A8C0DFA6,407725,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB734-6B64-E651-E063-4704A8C061D9,625671,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D3A4-F410-E063-4804A8C0DFA6,454870,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-3352-9EB1-E063-4704A8C09D02,787290,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF7-D783-38BA-E063-4704A8C05A7C,225761,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D1DC-F410-E063-4804A8C0DFA6,743287,2026-06-19,PROXY:open-data-hedonic-OLS,false
3DCCB7C9-A251-5B9D-E063-4704A8C0331E,1327066,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-333E-9EB1-E063-4704A8C09D02,1028125,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF7-4B09-9EB1-E063-4704A8C09D02,545196,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-87E8-E651-E063-4704A8C061D9,468836,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2F50-9EB1-E063-4704A8C09D02,503933,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-860D-E651-E063-4704A8C061D9,693764,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2EEC-9EB1-E063-4704A8C09D02,1006258,2026-06-19,PROXY:open-data-hedonic-OLS,false
2859C1AB-830A-52B4-E063-4804A8C05948,424235,2026-06-19,PROXY:open-data-hedonic-OLS,false
2859C1AB-875E-52B4-E063-4804A8C05948,1641571,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2EFA-9EB1-E063-4704A8C09D02,561124,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2FBA-9EB1-E063-4704A8C09D02,769625,2026-06-19,PROXY:open-data-hedonic-OLS,false
