certificate_id,postcode,paon,street,floor_area_sqm,epc_rating,build_year,lodgement_date
7237-4923-2200-0333-8226,SL6 2BD,MILLWRIGHTS,OLD MILL LANE,223.0,,,
0051-2834-7589-9493-1681,SL6 9HL,2,HILL SIDE,112.0,,,
9406-3036-1204-9154-8204,SL6 5HA,59,BLENHEIM ROAD,44.0,,,
8054-7430-2569-5832-6902,SL6 2SF,106,LARCHFIELD ROAD,118.0,,,
0110-2578-0128-2727-5215,SL6 8DZ,47,RAY PARK AVENUE,219.0,,,
0360-2713-4260-2027-3855,SL6 2RT,78,BRUNEL ROAD,56.0,,,
9534-9027-1300-0255-6292,SL6 4JD,6,BOYN HILL CLOSE,88.0,,,
0556-2819-7952-9693-3031,SL6 7TZ,17,WHITCHURCH CLOSE,67.0,,,
0340-2429-6230-2497-0835,SL6 6LG,105,BELMONT ROAD,109.0,,,
9907-5064-0203-9217-1204,SL6 8DZ,57,RAY PARK AVENUE,223.0,,,
0300-2323-5370-2424-6651,SL6 9LR,33,LESTERS ROAD,90.0,,,
0370-2837-6665-2420-2235,SL6 1NX,8,PRINCESS STREET,68.0,,,
9618-3019-6203-3412-7204,SL6 9RP,1,GRANGE LANE,96.0,,,
0068-6953-7299-0522-9970,SL6 3XD,9,PHIPPS CLOSE,87.0,,,
0370-2830-6986-2520-8155,SL6 4SA,5,LANCASTRIA MEWS,57.0,,,
0543-2881-6961-9228-4295,SL6 6EP,9,RISELEY ROAD,64.0,,,
2616-3030-7201-2667-6204,SL6 0DT,57,HARCOURT ROAD,195.0,,,
8958-7639-6589-0113-5926,SL6 2FL,11,CYPRESS GARDENS,70.0,,,
0352-3035-8207-1054-6200,SL6 0PD,4,MINTON RISE,109.0,,,
8825-6423-4460-0474-5996,SL6 6BG,17,ALEXANDRA ROAD,80.0,,,
8106-7427-4840-7309-2926,SL6 8TD,100,RAY MILL ROAD EAST,107.0,,,
9029-3931-5200-5287-0204,SL6 1EY,151,GRENFELL ROAD,197.0,,,
9350-2828-4390-2007-0201,SL6 2RZ,41,LARCHFIELD ROAD,83.0,,,
9340-2315-7590-2305-3685,SL6 7LD,23,COLLIER CLOSE,55.0,,,
2300-5581-0922-1309-3943,SL6 7TZ,2,WHITCHURCH CLOSE,89.0,,,
0300-2757-1320-2224-0551,SL6 4PH,11,SHIRLEY ROAD,92.0,,,
0300-2377-2250-2027-3751,SL6 2HQ,77,AYSGARTH PARK,138.0,,,
2535-3036-4207-8814-4204,SL6 1BA,41,GREENFIELDS,99.0,,,
9042-2821-6891-9598-6551,SL6 3QW,LONG MYND,BURCHETTS GREEN LANE,232.0,,,
9380-2389-9300-2777-7171,SL6 2LU,15,LINDORES ROAD,91.0,,,
2551-3019-0208-1792-6200,SL6 9AU,3,LOWER VENTNOR COTTAGES,73.0,,,
0320-2115-2250-2507-7671,SL6 0JU,58,NURSERY ROAD,69.0,,,
2034-8422-9300-0982-4206,SL6 4AU,101,WESTBOROUGH ROAD,60.0,,,
0070-2855-0211-2027-5371,SL6 7ED,4,WILBERFORCE MEWS,49.0,,,
0880-3926-6209-9757-5204,SL6 3NW,1B,WOODLANDS PARK ROAD,126.0,,,
0350-2381-0390-2224-3461,SL6 6BQ,19,BELMONT VALE,90.0,,,
8665-7224-3220-7514-1996,SL6 0JS,40,FERN DRIVE,105.0,,,
8443-7528-5090-9353-0992,SL6 4QH,9,MAPLE CLOSE,73.0,,,
3800-8135-0222-8390-3543,SL6 7LA,1,LAGGAN SQUARE,72.0,,,
9266-3036-6207-5624-1200,SL6 0LF,11,HUNTERCOMBE LANE NORTH,123.0,,,
8534-7324-7300-0247-6226,SL6 8FT,21,PINTAIL WAY,122.0,,,
9778-9983-7230-3556-9974,SL6 7QB,14,SWITCHBACK ROAD SOUTH,96.0,,,
2166-0023-5211-8962-0200,SL6 3PN,2,COPTHORN CLOSE,93.0,,,
9511-1003-9286-4467-6204,SL6 2DF,37,TITHE BARN DRIVE,157.0,,,
8006-4762-9229-7127-7443,SL6 7JH,96,NORTH TOWN ROAD,116.0,,,
4890-9016-0322-9003-1903,SL6 8DX,62,RAY PARK AVENUE,70.0,,,
2150-0837-4040-5009-3821,SL6 7SH,24,EDINBURGH ROAD,81.0,,,
2150-3234-4070-2003-8891,SL6 6SA,19,CRANBROOK DRIVE,103.0,,,
7600-1109-0622-7326-3743,SL6 8HH,50,SHEEPHOUSE ROAD,130.0,,,
9835-0023-9219-3337-1200,SL6 3TE,3,BARLEY MEAD,127.0,,,
9340-2954-2320-2197-5311,SL6 3EF,BRACKLEA,BRACKEN ROAD,118.0,,,
5400-2687-0922-2307-3243,SL6 3PN,12,COPTHORN CLOSE,122.0,,,
0182-2819-6966-9494-4175,SL6 7AT,12A,NORFOLK ROAD,71.0,,,
5537-9026-8200-0488-8222,SL6 6BP,TRINITY,COLLEGE RISE,109.0,,,
8709-9315-7629-8097-8283,SL6 3PX,27,CULLEY WAY,103.0,,,
9402-3931-6200-0717-0200,SL6 2PR,12,CRESCENT DALE,38.0,,,
9757-3858-7224-9493-2815,SL6 0FF,4,LANGTON GREEN,98.0,,,
9858-5041-6205-5801-4940,SL6 0NF,206,MAYPOLE ROAD,39.0,,,
0500-2081-7040-2592-3091,SL6 5DA,13B,ST MARKS CRESCENT,40.0,,,
8702-3378-8429-6296-3163,SL6 5HB,14,OLDERSHAW MEWS,110.0,,,
9769-2800-7001-9898-1395,SL6 9SD,ISIS,BERRIES ROAD,86.0,,,
0180-2567-7178-2427-2091,SL6 3EW,LYNTON,COX GREEN LANE,135.0,,,
0037-6121-3300-0954-0296,SL6 7PP,18,GARDNER ROAD,83.0,,,
8102-4989-0229-1126-4233,SL6 8QW,46,RAY LEA CLOSE,85.0,,,
9058-3034-2202-8544-9200,SL6 8AP,73,WINDRUSH WAY,82.0,,,
2357-3030-2201-2197-4204,SL6 7BT,47,CORDWALLIS ROAD,79.0,,,
9348-2075-7227-4636-2994,SL6 4DG,32,CLARE ROAD,93.0,,,
0478-9962-7242-3704-6990,SL6 6SJ,33,LYNEHAM GARDENS,63.0,,,
0380-2148-3240-2327-1655,SL6 2BH,40,BRAYBANK,94.0,,,
0300-2442-6270-2204-3631,SL6 6JG,20,COURTFIELD DRIVE,80.0,,,
8803-1047-6222-8597-0103,SL6 7QF,39,SWITCHBACK ROAD SOUTH,89.0,,,
9380-2184-4300-2707-0035,SL6 6BW,25,COLLEGE ROAD,114.0,,,
9234-6024-0300-0623-7296,SL6 9DD,31,WESTWOOD GREEN,120.0,,,
9310-2477-5300-2197-5125,SL6 3QW,JESMINE,BURCHETTS GREEN LANE,75.0,,,
9173-3034-8202-9144-8200,SL6 4DG,28,CLARE ROAD,101.0,,,
0434-6926-4300-0619-8296,SL6 3PL,36,FARMERS WAY,70.0,,,
9452-5011-2367-6839-4244,SL6 1SG,16,TRINITY PLACE,85.0,,,
0153-3038-9206-6484-6200,SL6 7JH,102,NORTH TOWN ROAD,107.0,,,
0765-3853-7434-9691-7501,SL6 0BN,2,JUBILEE TERRACE,158.0,,,
8432-4230-9209-0563-1292,SL6 4PQ,APPLETREE HOUSE,ALTWOOD BAILEY,291.0,,,
2700-5824-0522-5224-3673,SL6 2DR,15,BRAY COURT,141.0,,,
2150-3532-0040-9006-9801,SL6 6SN,40,BEVERLEY GARDENS,82.0,,,
9628-5091-6276-4021-5920,SL6 4NU,18,LEES CLOSE,166.0,,,
8871-6227-5610-7107-4996,SL6 9TH,GRANGE FARM LODGE,GRANGE ROAD,75.0,,,
9549-3871-7006-9996-9321,SL6 9HF,LANSDOWNE,LOWER ROAD,145.0,,,
1400-6211-0822-7324-3943,SL6 3QW,FERNCROFT,BURCHETTS GREEN LANE,159.0,,,
0282-3035-5207-8244-6200,SL6 0PG,11,ALVISTA AVENUE,109.0,,,
2688-6065-7282-6531-0970,SL6 9TH,GRANGE FARM,GRANGE ROAD,149.0,,,
1300-6470-8922-9027-1573,SL6 4PN,45,ALTWOOD ROAD,118.0,,,
9228-8072-7261-6861-6910,SL6 5JZ,59,HEADINGTON ROAD,91.0,,,
0310-2203-1350-2194-2815,SL6 6SN,22,BEVERLEY GARDENS,81.0,,,
5400-8788-0122-0302-3243,SL6 8FT,17,PINTAIL WAY,75.0,,,
8191-6234-9229-2907-3213,SL6 8RD,6,BLACKAMOOR LANE,145.0,,,
2324-3017-8209-2524-0200,SL6 3HT,8,RYLSTONE CLOSE,126.0,,,
9745-3034-3202-4724-9200,SL6 1RU,38,FORLEASE ROAD,94.0,,,
0370-2198-0370-2094-7675,SL6 5EH,26,ALWYN ROAD,76.0,,,
9968-0939-7362-3904-9970,SL6 0XW,42,WYETH CLOSE,119.0,,,
0360-2163-9370-2424-2641,SL6 9JE,4,FAIR VIEW COTTAGES,54.0,,,
1337-3029-9309-0621-2206,SL6 7BJ,17,RISBOROUGH ROAD,75.0,,,
9300-2565-9300-2807-8041,SL6 4NJ,29,WEBSTER CLOSE,107.0,,,
0130-2051-1168-2407-3061,SL6 4TA,10,ASHTON PLACE,260.0,,,
2909-0229-2009-1395-1202,SL6 6GZ,12,WILLOW CLOSE,66.0,,,
0934-1010-5286-2457-4200,SL6 2HT,SHAFFELMOOR HOUSE,ASCOT ROAD,191.0,,,
2301-1008-6208-6239-0204,SL6 6AG,49,THE CRESCENT,132.0,,,
2846-3931-4200-5727-5200,SL6 3XN,7,BEAUMONT CLOSE,66.0,,,
0137-6029-8309-0003-2206,SL6 4AN,37,FAIRACRE,82.0,,,
8993-3842-1829-1197-6043,SL6 7HA,11,SPRING CLOSE,116.0,,,
9578-3034-2202-1464-8200,SL6 6HU,210,COURTHOUSE ROAD,141.0,,,
2400-5306-0022-7196-3723,SL6 2SW,9,THE BREEZES,90.0,,,
9678-6907-7380-3595-7914,SL6 9FF,13,PAYTON GARDENS,119.0,,,
2043-3025-9207-8067-3200,SL6 7UT,40,HUNGERFORD DRIVE,86.0,,,
8056-7620-4899-7746-7906,SL6 8TH,23,BOULTERS COURT,132.0,,,
2634-5924-2300-0735-6292,SL6 0NF,156,MAYPOLE ROAD,70.0,,,
8205-9096-8639-3127-9683,SL6 0FG,3,EVELYN GARDENS,131.0,,,
2251-1010-1234-1334-4277,SL6 0LT,32,HAG HILL RISE,72.0,,,
9248-7023-7248-0803-4940,SL6 5AJ,7,ROSELEIGH CLOSE,45.0,,,
8785-7729-3340-6187-4922,SL6 0LG,4,HUNTERCOMBE LANE NORTH,131.0,,,
0370-2828-2310-2627-4045,SL6 5EF,9,ST PAULS GARDENS,86.0,,,
0266-2832-6238-2700-3131,SL6 6HZ,95,COURTHOUSE ROAD,88.0,,,
0546-3036-8204-0604-7204,SL6 6LN,20,SPENCERS ROAD,124.0,,,
9700-2465-0322-4326-3443,SL6 7QE,37,SWITCHBACK ROAD SOUTH,89.0,,,
0782-1208-6602-6937-0904,SL6 2NL,1,THE FIELDINGS,137.0,,,
2628-2082-7259-3815-4954,SL6 6HE,254A,COURTHOUSE ROAD,94.0,,,
8104-5684-6129-3407-4963,SL6 6SU,20,BALMORAL,96.0,,,
8930-6827-9820-5789-5292,SL6 9HJ,OAKHOUSE,LOWER ROAD,124.0,,,
2606-3933-2202-6257-3200,SL6 0NH,5,CAVENDISH CLOSE,48.0,,,
1500-6663-0722-4300-3743,SL6 4NU,29,LEES CLOSE,208.0,,,
0340-2258-3370-2704-6575,SL6 5EP,2,LANCASTER ROAD,163.0,,,
1090-3947-0422-3023-3003,SL6 0NF,158,MAYPOLE ROAD,34.0,,,
0150-2332-3010-2020-9891,SL6 6BL,28,COLLEGE GLEN,92.0,,,
7037-7820-5309-0475-0206,SL6 4DH,120,CLARE ROAD,85.0,,,
0390-2972-8350-2224-3865,SL6 9JX,30,SPENCERS LANE,104.0,,,
8800-6085-0322-7021-1493,SL6 9LW,8,BROOM HILL,60.0,,,
0330-2452-6390-2024-1471,SL6 4BA,16,THE CROFT,73.0,,,
0170-2625-7060-2190-5831,SL6 9BX,9,HEDSOR VIEW COTTAGES,152.0,,,
4300-8623-8522-7091-1573,SL6 5DD,51,ST MARKS CRESCENT,161.0,,,
8900-8586-0122-3323-3643,SL6 2LR,10,TRENCHARD ROAD,90.0,,,
3900-1827-0222-5023-3193,SL6 8LQ,ELENTONE,COURT ROAD,334.0,,,
0140-2005-8050-2129-5825,SL6 9SL,COOMBE COTTAGE,HIGH STREET,136.0,,,
0382-2857-6530-2590-2221,SL6 6PF,3,PARK CORNER,126.0,,,
2794-1003-0281-7537-6204,SL6 7BJ,15,RISBOROUGH ROAD,66.0,,,
0917-3862-7267-9728-7505,SL6 8NX,6,FRANCES AVENUE,250.0,,,
8800-2305-6829-2826-6233,SL6 0NF,114,MAYPOLE ROAD,75.0,,,
7637-6929-4309-0326-1202,SL6 9HQ,6,HAMFIELD COTTAGES,77.0,,,
9308-8988-7279-4505-4900,SL6 3DH,74,WESSEX WAY,101.0,,,
2534-8824-1300-0320-6296,SL6 5LE,8,EAST ARMS PLACE,110.0,,,
2150-3028-8203-7097-8204,SL6 9LJ,85,BROOM HILL,63.0,,,
0390-2030-5390-2494-5305,SL6 3PR,53,BARN DRIVE,101.0,,,
7400-8497-0422-7300-3243,SL6 4PP,MORAR,ALTWOOD CLOSE,193.0,,,
8234-6139-9000-0565-7292,SL6 6AB,8B,THE CRESCENT,200.0,,,
0350-2205-7340-2704-7671,SL6 7UY,73,SHIFFORD CRESCENT,127.0,,,
0084-1208-1302-6837-0104,SL6 7JJ,9,NORTH TOWN CLOSE,112.0,,,
0300-2558-5260-2027-5815,SL6 1BD,131,GREENFIELDS,93.0,,,
9178-1091-7247-2851-6940,SL6 2HA,FIELD VIEW,HOLYPORT ROAD,117.0,,,
0565-2854-7366-9221-9481,SL6 3PT,11,PAGET DRIVE,108.0,,,
0140-3033-6209-0394-4204,SL6 4RH,17,HEVER CLOSE,86.0,,,
0360-2885-2370-2994-1515,SL6 2PD,8,STEWART CLOSE,84.0,,,
8734-9724-9300-0771-6202,SL6 2PB,2,FIFIELD WAY COTTAGES,94.0,,,
0380-2982-2320-2794-3405,SL6 4AN,25,FAIRACRE,96.0,,,
2258-3019-9208-3702-7200,SL6 5AQ,62,HIGHWAY AVENUE,75.0,,,
8617-1425-1180-0523-0292,SL6 4PP,THE GARTH,ALTWOOD CLOSE,202.0,,,
9407-2850-7220-9495-2435,SL6 4RH,11,HEVER CLOSE,89.0,,,
8608-6128-5090-0068-0096,SL6 5AP,39,BIRDWOOD ROAD,93.0,,,
0732-1726-3100-0354-7226,SL6 7HT,60,COOKHAM ROAD,131.0,,,
0945-1208-8104-6633-0304,SL6 4QU,12,WOOTTON WAY,103.0,,,
9738-3008-6203-2079-1200,SL6 7BJ,1,RISBOROUGH ROAD,63.0,,,
3820-9095-0319-6000-1463,SL6 6JX,1,BELMONT PARK AVENUE,179.0,,,
0257-2858-6781-2190-8465,SL6 0NF,178,MAYPOLE ROAD,27.0,,,
0750-3932-2202-8287-8200,SL6 4JP,5,CASTLE HILL TERRACE,284.0,,,
4400-2821-0122-3392-3243,SL6 3AA,OAKLEY HOUSE,OCKWELLS ROAD,200.0,,,
5037-2320-5309-0648-1296,SL6 7QP,83,CANNON COURT ROAD,132.0,,,
9898-7070-7271-4341-7924,SL6 7SG,15,QUEENSWAY,77.0,,,
8741-7120-6619-1760-6996,SL6 4LZ,19,TALBOTS DRIVE,138.0,,,
0898-8910-7330-6508-6910,SL6 0BN,3,MILL VIEW TERRACE,204.0,,,
0480-2884-6410-2200-4625,SL6 4RW,14,WENTWORTH CRESCENT,74.0,,,
2205-4115-9329-9407-9271,SL6 4EL,NYSTAD,BOYN VALLEY ROAD,78.0,,,
0031-3932-5209-3317-0204,SL6 9PG,HILL LODGE,CHURCH ROAD,308.0,,,
0237-2832-7122-9295-8421,SL6 6JL,21,BELMONT ROAD,173.0,,,
1839-7023-0000-0386-8226,SL6 3NA,42,HEYNES GREEN,104.0,,,
7032-3427-3100-0465-4296,SL6 6DD,12,CASTLE COURT,90.0,,,
7534-5022-0300-0825-5296,SL6 3DS,6,REPTON CLOSE,128.0,,,
8374-7529-2539-9903-6902,SL6 6ES,63,STONEFIELD PARK,68.0,,,
0320-2605-2180-2492-6931,SL6 6SP,5,BROMPTON DRIVE,89.0,,,
8600-1191-0822-6323-3743,SL6 2JH,BRIARFIELD,STUD GREEN,233.0,,,
0358-2833-6713-9398-4031,SL6 6ET,27,HEDINGHAM MEWS,55.0,,,
9789-3036-5207-6494-0200,SL6 5LZ,64,SHEPHERDS CLOSE,106.0,,,
0917-7125-7002-0275-8002,SL6 8QX,KENILWORTH,RAY PARK ROAD,182.0,,,
0885-3900-1200-7480-6200,SL6 5DB,28,ST MARKS CRESCENT,124.0,,,
0370-2477-0350-2604-4775,SL6 7SS,26,WHURLEY WAY,86.0,,,
8534-7820-1339-4171-4902,SL6 6HR,20,LANGTON CLOSE,66.0,,,
2871-3035-2202-2384-2200,SL6 9HW,MARITA,LOWER ROAD,75.0,,,
9834-8227-0300-0432-6222,SL6 6BL,48,COLLEGE GLEN,75.0,,,
0370-2451-1340-2194-4745,SL6 6JS,10,BELMONT PARK AVENUE,139.0,,,
2668-3035-2202-2384-5200,SL6 9LA,142,WHYTELADYES LANE,166.0,,,
0774-3033-7209-7354-4200,SL6 1HG,60,GRENFELL ROAD,149.0,,,
0390-2737-8350-2904-5741,SL6 4LF,3,MARLBOROUGH ROAD,81.0,,,
0380-2611-4370-2194-7645,SL6 1UD,22,FORLEASE DRIVE,126.0,,,
8096-6773-8929-7497-2053,SL6 2LS,5,REEVE ROAD,94.0,,,
0160-2133-8010-2099-4871,SL6 3NL,17,WILLANT CLOSE,86.0,,,
2837-7523-1200-0287-8296,SL6 8QB,11,AUCKLAND CLOSE,128.0,,,
0264-2877-6115-9905-2921,SL6 3UT,45,LOOSEN DRIVE,120.0,,,
0439-0321-4000-0567-9206,SL6 8DB,4,BARBICUS COURT,63.0,,,
0330-2451-7240-2097-8681,SL6 1PA,43,HIGH TOWN ROAD,166.0,,,
2800-1688-0722-4391-3543,SL6 6DX,19,PORTLOCK ROAD,107.0,,,
0350-2753-6060-2909-1671,SL6 0DH,WILLOWCROFT,YE MEADS,96.0,,,
0390-2704-3350-2894-4871,SL6 8ST,22,RAY MILL ROAD EAST,233.0,,,
2314-7006-6002-0394-8206,SL6 3PY,17,WELBY CLOSE,112.0,,,
7508-0001-7213-7210-3270,SL6 5DY,2B,EDITH ROAD,188.0,,,
0793-3037-1205-1294-5200,SL6 2HA,GRENDON,HOLYPORT ROAD,160.0,,,
4434-5027-8300-0658-6296,SL6 5FD,7,BUSHNELL PLACE,96.0,,,
6232-9128-0100-0960-9296,SL6 5NG,FIELD HOUSE,SHEPHERDS LANE,254.0,,,
1317-0629-7080-0059-3292,SL6 4LG,46,MARLBOROUGH ROAD,83.0,,,
2732-3039-3206-6834-4204,SL6 8ND,18,LASSELL GARDENS,124.0,,,
0689-1908-0202-5530-0204,SL6 5HD,8,BLENHEIM ROAD,81.0,,,
8311-7625-6060-8457-6922,SL6 2EU,LITTLE LUNCES,CANON HILL DRIVE,191.0,,,
0110-2799-5078-2407-4365,SL6 5EG,19,ALWYN ROAD,86.0,,,
0310-2738-2370-2704-0505,SL6 4JA,25,RUTLAND PLACE,86.0,,,
0390-2764-9250-2407-2675,SL6 0JB,8,ORKNEY COURT,108.0,,,
0360-2555-2160-2492-4755,SL6 2BH,54,BRAYBANK,140.0,,,
8834-8722-6300-0221-4206,SL6 2DT,238,WINDSOR ROAD,84.0,,,
8202-8197-1122-1527-5303,SL6 6PW,SPRING COTTAGE,SPRING LANE,107.0,,,
8291-5545-7539-2097-8233,SL6 0BF,34,LAYCHEQUERS MEADOW,235.0,,,
8536-7723-4250-5593-0906,SL6 7AX,34,NORFOLK ROAD,116.0,,,
8080-7426-7610-4091-0202,SL6 6QX,2,FLORENCE COTTAGES,113.0,,,
0741-3035-5207-8684-5200,SL6 7UJ,8,RADCOT CLOSE,80.0,,,
8974-7020-2409-6966-0996,SL6 6LB,4,DERWENT DRIVE,125.0,,,
9247-3038-8205-8704-2204,SL6 2QA,HIGHCLERE,SHOPPENHANGERS ROAD,289.0,,,
2266-3007-7204-2024-7200,SL6 2AT,COPPER BEECHES,FERRY ROAD,253.0,,,
8034-6622-4300-0245-4206,SL6 3PS,8,WHEATFIELD CLOSE,83.0,,,
6510-9021-4000-0369-8222,SL6 2HQ,72,AYSGARTH PARK,91.0,,,
6032-2829-1100-0765-2222,SL6 8QH,17,PRINCE ANDREW CLOSE,73.0,,,
7607-3023-9209-2847-6200,SL6 7TZ,14,WHITCHURCH CLOSE,125.0,,,
9891-3931-1200-3107-1204,SL6 2DY,HOMEFIELD,FIFIELD ROAD,213.0,,,
5637-1025-3200-0217-7226,SL6 5LZ,73,SHEPHERDS CLOSE,128.0,,,
0620-3036-5207-7084-5204,SL6 2LD,21,STOMPITS ROAD,109.0,,,
3820-0076-0381-3006-1413,SL6 6SD,9,THE PADDOCK,163.0,,,
7890-8016-0322-6092-1023,SL6 6EG,83,POWNEY ROAD,98.0,,,
9218-0937-7270-5143-4974,SL6 2YJ,61,MOOR END,130.0,,,
8968-6121-7020-4641-3992,SL6 3YP,9,DUNHOLME END,122.0,,,
0130-2132-2028-2507-8355,SL6 8HE,21,CLIVEDEN MEAD,150.0,,,
8956-7021-4240-9765-7992,SL6 8QQ,41,PRINCE ANDREW ROAD,78.0,,,
0190-2154-5138-2702-2231,SL6 5DA,13A,ST MARKS CRESCENT,44.0,,,
0335-2853-7640-9195-8341,SL6 4SB,17,NORDEN MEADOWS,121.0,,,
9730-9822-5009-0921-2222,SL6 2PR,2,CRESCENT DALE,90.0,,,
5300-2500-8822-5090-1973,SL6 3NA,40,HEYNES GREEN,115.0,,,
8575-6725-8260-7425-0996,SL6 3BB,5,ST DAVIDS CLOSE,80.0,,,
9300-2948-5320-2007-3385,SL6 1SU,15,FOTHERBY COURT,71.0,,,
0718-1010-7286-5657-4200,SL6 9PH,WOODCOTE,BIGFRITH LANE,87.0,,,
2288-1758-7197-1261-1109,SL6 1UT,HOPE COTTAGE,HIBBERT ROAD,139.0,,,
1900-3714-0922-8307-3343,SL6 9DQ,1,VIVIEN CLOSE,138.0,,,
3300-0601-0822-1395-3943,SL6 4AT,142,WESTBOROUGH ROAD,55.0,,,
7534-0825-7300-0261-7206,SL6 5HW,13,LINCOLN ROAD,85.0,,,
2160-3034-0040-4009-5801,SL6 4HN,1,LONGLEAT GARDENS,71.0,,,
0370-2938-1310-2007-8075,SL6 2QX,7,ORCHARD CLOSE,144.0,,,
8602-5264-5729-4507-7783,SL6 2EU,THE NEW HOUSE,CANON HILL DRIVE,199.0,,,
4434-5222-6300-0966-5222,SL6 4BP,3,BEECHFIELD PLACE,85.0,,,
9675-3030-0201-9577-1204,SL6 0PN,27,LAKE END ROAD,83.0,,,
2095-3038-4205-5514-2204,SL6 3PU,103,FARMERS WAY,122.0,,,
9634-6222-4300-0886-5222,SL6 3TE,35,BARLEY MEAD,100.0,,,
0700-7182-0622-5393-3443,SL6 5HY,KIBOKO,FARM ROAD,120.0,,,
8413-6023-5540-8567-1992,SL6 5EQ,10,MURRIN ROAD,90.0,,,
9150-2702-0000-2129-3861,SL6 9SW,3,RIVERDENE COTTAGES,167.0,,,
5702-3320-7309-0774-2222,SL6 0EL,1,AMERDEN LAKES,158.0,,,
9800-4423-0222-5328-3543,SL6 3EA,29,COX GREEN ROAD,95.0,,,
2588-3932-5209-1397-6200,SL6 8SY,4,CHESTNUT CLOSE,129.0,,,
9204-3029-4208-5297-2200,SL6 2BG,HERON LODGE,OLD MILL LANE,187.0,,,
2589-3039-7206-6594-4200,SL6 3BB,30,ST DAVIDS CLOSE,92.0,,,
9722-3041-1201-2264-8200,SL6 4RN,9,DENHAM CLOSE,88.0,,,
9370-2180-7200-2322-1145,SL6 6ET,26,HEDINGHAM MEWS,64.0,,,
9368-3033-3209-9844-8200,SL6 0NA,107,MAYPOLE ROAD,99.0,,,
0778-2814-7388-2920-5445,SL6 8RA,25,BLACKAMOOR LANE,82.0,,,
0370-2866-3470-2225-4865,SL6 8QQ,45,PRINCE ANDREW ROAD,101.0,,,
9964-1003-0287-2387-6200,SL6 8AP,24,WINDRUSH WAY,73.0,,,
0366-2848-6454-2990-4481,SL6 6TL,50,CORFE PLACE,32.0,,,
9334-9324-5300-0204-7226,SL6 6HB,16,LINDEN AVENUE,270.0,,,
2878-3064-7296-0280-8290,SL6 6SJ,10,LYNEHAM GARDENS,99.0,,,
0320-2757-2350-2604-8781,SL6 6HH,34,OAKEN GROVE,146.0,,,
5137-1923-4200-0315-8222,SL6 9HH,3,COXBORROW CLOSE,81.0,,,
0229-3033-4209-8244-3204,SL6 0NB,70,MAYPOLE ROAD,76.0,,,
4217-5623-0080-0613-3296,SL6 8EY,2,THAMES CRESCENT,176.0,,,
2908-7039-6203-6538-8904,SL6 0NH,18,CAVENDISH CLOSE,57.0,,,
8900-2890-0522-1207-3173,SL6 3JX,SILVER FIRS FARM,ASCOT ROAD,184.0,,,
2727-3038-9205-1154-2200,SL6 2QR,ARDBREE,HARVEST HILL ROAD,153.0,,,
0350-2554-5330-2604-8901,SL6 3XH,122,LILLIBROOKE CRESCENT,76.0,,,
0428-2042-7266-4856-2944,SL6 2PT,61,COURTLANDS,76.0,,,
0390-2100-9360-2224-4981,SL6 3SH,WHITE WALTHAM HOUSE,WALTHAM ROAD,347.0,,,
2875-1291-5722-9911-7119,SL6 6EG,33,POWNEY ROAD,72.0,,,
0069-2866-7113-9791-7911,SL6 9LQ,116,BROOM HILL,89.0,,,
9360-2830-4300-2427-2155,SL6 2HZ,9,HEARNE DRIVE,122.0,,,
7600-5436-0422-1327-3743,SL6 5EG,39,ALWYN ROAD,85.0,,,
0350-2369-4320-2404-7461,SL6 7NZ,41,FERNLEY COURT,65.0,,,
6400-6968-0722-0392-3243,SL6 7UR,42,BURCOT GARDENS,82.0,,,
9588-0054-6255-7441-7990,SL6 2AF,OAKLEIGH COTTAGE,CHURCH LANE,133.0,,,
8100-5843-8829-6207-3153,SL6 6SB,34,CRANBROOK DRIVE,132.0,,,
5990-0245-0222-3394-3043,SL6 1LH,15,MOORLAND WAY,131.0,,,
9831-3033-8209-8284-8204,SL6 5JG,3,TRURO CLOSE,63.0,,,
9019-3003-9209-3379-1200,SL6 6AR,21,COLLEGE AVENUE,224.0,,,
0620-2874-7617-9304-7931,SL6 7HU,1,EMILIA CLOSE,77.0,,,
7734-3325-9300-0029-8226,SL6 4JD,24,BOYN HILL CLOSE,89.0,,,
9314-0124-5002-0006-8502,SL6 2AE,LITTLE BASING,VICARAGE WALK,263.0,,,
0390-2175-6280-2397-0925,SL6 6JW,14,BELMONT ROAD,157.0,,,
8761-7337-6090-7368-8992,SL6 9TJ,THE FIELD HOUSE,TERRYS LANE,343.0,,,
0686-2811-6318-9226-3215,SL6 0NF,194,MAYPOLE ROAD,39.0,,,
8407-8345-1629-1097-3283,SL6 9EB,7,SOUTHWOOD GARDENS,123.0,,,
0188-8088-7297-4826-7904,SL6 2DW,114,WINDSOR ROAD,131.0,,,
9641-1908-9200-5830-0204,SL6 7JZ,6,LAGGAN ROAD,110.0,,,
2160-4433-0040-1000-7801,SL6 6SJ,34,LYNEHAM GARDENS,71.0,,,
8534-4524-6300-0947-6202,SL6 6DH,17,WELLINGTON ROAD,91.0,,,
9297-3026-5206-0444-2204,SL6 6JG,13,COURTFIELD DRIVE,91.0,,,
7307-0023-9218-9752-0204,SL6 9JS,TAMARIND,HIGH ROAD,155.0,,,
3634-1122-3300-0812-5226,SL6 2RP,7,BRUNEL ROAD,56.0,,,
8699-6863-2939-2097-7053,SL6 8PQ,11,BRAMBLING WAY,131.0,,,
